Pixel,Intensity
93.0,4025.5029296875
94.0,4020.5791015625
95.0,4024.578776041667
96.0,4019.3330078125
97.0,4019.2454427083335
98.0,4021.204752604167
99.0,4021.2197265625
100.0,4018.774088541667
101.0,4018.049153645833
102.0,4020.177083333333
103.0,4018.337239583333
104.0,4014.145833333333
105.0,4018.08203125
106.0,4014.65625
107.0,4013.1507161458335
108.0,4013.617838541667
109.0,4010.682942708333
110.0,4013.5817057291665
111.0,4011.531575520833
112.0,4016.702473958333
113.0,4012.91015625
114.0,4010.7470703125
115.0,4011.6077473958335
116.0,4013.635416666667
117.0,4009.765625
118.0,4013.987630208333
119.0,4010.6767578125
120.0,4008.5013020833335
121.0,4011.366861979167
122.0,4009.324869791667
123.0,4008.3694661458335
124.0,4006.537760416667
125.0,4009.606770833333
126.0,4005.735026041667
127.0,4013.6630859375
128.0,4013.658528645833
129.0,4003.5950520833335
130.0,4006.589518229167
131.0,4005.0345052083335
132.0,4006.913736979167
133.0,4004.7565104166665
134.0,4002.102864583333
135.0,3999.498046875
136.0,4003.299153645833
137.0,4006.201171875
138.0,4002.801432291667
139.0,4002.790690104167
140.0,4003.303385416667
141.0,4002.879557291667
142.0,3999.21875
143.0,4001.447591145833
144.0,4006.7542317708335
145.0,4001.828125
146.0,4040.320963541667
147.0,3997.537434895833
148.0,4001.033528645833
149.0,4001.92578125
150.0,4011.1370442708335
151.0,3996.6940104166665
152.0,3996.099609375
153.0,3996.7861328125
154.0,3998.263997395833
155.0,3992.3251953125
156.0,3996.1038411458335
157.0,3998.0123697916665
158.0,3995.847330729167
159.0,3996.857747395833
160.0,3997.147135416667
161.0,3999.8203125
162.0,3993.319010416667
163.0,3995.691731770833
164.0,4001.951822916667
165.0,3993.423502604167
166.0,3994.527018229167
167.0,3992.6904296875
168.0,3992.6083984375
169.0,3994.699869791667
170.0,4000.667643229167
171.0,3998.0520833333335
172.0,3995.126953125
173.0,4004.5052083333335
174.0,3991.943684895833
175.0,3991.3186848958335
176.0,3996.1471354166665
177.0,3989.001627604167
178.0,3995.206705729167
179.0,3993.331380208333
180.0,3991.319661458333
181.0,3993.1969401041665
182.0,3989.244140625
183.0,3992.5732421875
184.0,3991.10546875
185.0,3997.703776041667
186.0,3991.794596354167
187.0,3992.918619791667
188.0,3992.198893229167
189.0,3994.953776041667
190.0,3991.9098307291665
191.0,3992.720703125
192.0,3992.144205729167
193.0,3991.74609375
194.0,3991.355794270833
195.0,4000.686197916667
196.0,3989.599609375
197.0,4002.8564453125
198.0,3992.874674479167
199.0,3994.7412109375
200.0,3991.0458984375
201.0,3992.544596354167
202.0,3991.580078125
203.0,3991.226888020833
204.0,3993.75390625
205.0,3993.7415364583335
206.0,3990.908203125
207.0,3991.776041666667
208.0,3992.3141276041665
209.0,3994.3587239583335
210.0,3991.9368489583335
211.0,3991.6552734375
212.0,3997.1005859375
213.0,3989.7177734375
214.0,3997.2164713541665
215.0,3996.6946614583335
216.0,3990.859049479167
217.0,3994.610677083333
218.0,3999.961588541667
219.0,3992.019856770833
220.0,3994.38671875
221.0,3991.2509765625
222.0,3991.890625
223.0,3993.484375
224.0,3996.9964192708335
225.0,4012.534505208333
226.0,3996.9013671875
227.0,3991.1884765625
228.0,3993.6533203125
229.0,3999.821614583333
230.0,3992.3821614583335
231.0,3992.7177734375
232.0,3992.473307291667
233.0,3994.2275390625
234.0,3994.952473958333
235.0,3993.367838541667
236.0,3990.843098958333
237.0,3990.7906901041665
238.0,3997.6826171875
239.0,3990.689453125
240.0,3989.624348958333
241.0,3991.760416666667
242.0,3993.7102864583335
243.0,3989.4169921875
244.0,3990.533203125
245.0,3996.490234375
246.0,3995.756184895833
247.0,3993.0654296875
248.0,3994.669270833333
249.0,3994.012369791667
250.0,3987.6188151041665
251.0,3995.471354166667
252.0,3993.005859375
253.0,3987.3388671875
254.0,3992.825520833333
255.0,3988.9231770833335
256.0,3988.3209635416665
257.0,3987.490559895833
258.0,3989.324869791667
259.0,3986.326497395833
260.0,3990.022786458333
261.0,3990.097005208333
262.0,3988.743815104167
263.0,3988.2470703125
264.0,3988.2457682291665
265.0,3986.1318359375
266.0,3985.9635416666665
267.0,3985.8916015625
268.0,3988.736653645833
269.0,3992.4495442708335
270.0,3989.6253255208335
271.0,3984.028645833333
272.0,3987.1315104166665
273.0,3993.4814453125
274.0,3983.990234375
275.0,3981.108723958333
276.0,3989.2861328125
277.0,3987.019856770833
278.0,4014.9794921875
279.0,3987.097005208333
280.0,3984.2252604166665
281.0,3992.287760416667
282.0,3987.347330729167
283.0,3997.790364583333
284.0,3987.5576171875
285.0,3987.6298828125
286.0,3986.01953125
287.0,3986.082356770833
288.0,3985.4088541666665
289.0,3985.102864583333
290.0,3980.157552083333
291.0,3984.4352213541665
292.0,3985.769205729167
293.0,3981.7333984375
294.0,3980.281575520833
295.0,3980.1197916666665
296.0,3982.923177083333
297.0,3982.8330078125
298.0,3983.050130208333
299.0,3984.060221354167
300.0,3985.468098958333
301.0,3993.380208333333
302.0,3985.584309895833
303.0,3990.911458333333
304.0,3987.591471354167
305.0,3989.8375651041665
306.0,3988.1783854166665
307.0,3987.399739583333
308.0,3985.818033854167
309.0,3984.981119791667
310.0,3984.2854817708335
311.0,3996.313802083333
312.0,3985.802083333333
313.0,3987.6149088541665
314.0,3981.549479166667
315.0,3984.9147135416665
316.0,3985.9225260416665
317.0,3981.013020833333
318.0,3980.156901041667
319.0,3980.2125651041665
320.0,3984.136067708333
321.0,3981.5439453125
322.0,3978.675455729167
323.0,3979.3929036458335
324.0,3980.8610026041665
325.0,3979.6266276041665
326.0,3979.288736979167
327.0,3979.132161458333
328.0,3976.541015625
329.0,3978.074869791667
330.0,3980.750325520833
331.0,3984.0270182291665
332.0,3981.3577473958335
333.0,3973.320638020833
334.0,3974.5517578125
335.0,3978.2233072916665
336.0,3990.2294921875
337.0,3975.636067708333
338.0,3973.187174479167
339.0,3983.069986979167
340.0,3976.6318359375
341.0,3973.875651041667
342.0,3973.455403645833
343.0,3976.5634765625
344.0,3978.331380208333
345.0,3977.197916666667
346.0,3974.8798828125
347.0,3978.266276041667
348.0,3973.362630208333
349.0,3974.4775390625
350.0,3973.7252604166665
351.0,3976.0029296875
352.0,3972.923828125
353.0,3977.244140625
354.0,3972.3004557291665
355.0,3974.078450520833
356.0,3972.6311848958335
357.0,3978.4202473958335
358.0,3975.1572265625
359.0,3977.284830729167
360.0,3973.6510416666665
361.0,3974.549153645833
362.0,3971.89453125
363.0,3973.726236979167
364.0,3973.929361979167
365.0,3976.306640625
366.0,3975.080078125
367.0,3972.037109375
368.0,3969.845703125
369.0,3971.3600260416665
370.0,3971.812174479167
371.0,3971.1728515625
372.0,3971.945638020833
373.0,3971.62890625
374.0,3970.404296875
375.0,3973.3310546875
376.0,3972.9059244791665
377.0,3970.701822916667
378.0,3977.314453125
379.0,3970.707356770833
380.0,3978.969075520833
381.0,3972.061197916667
382.0,3972.786783854167
383.0,3971.860677083333
384.0,3970.0380859375
385.0,4000.774088541667
386.0,3981.7705078125
387.0,3975.3518880208335
388.0,3986.162109375
389.0,3982.5009765625
390.0,3993.0423177083335
391.0,3991.666015625
392.0,3988.848307291667
393.0,3994.806640625
394.0,4000.233072916667
395.0,4002.2307942708335
396.0,3995.587565104167
397.0,3992.595377604167
398.0,3993.8235677083335
399.0,3989.568359375
400.0,3983.490885416667
401.0,3979.135416666667
402.0,3976.9638671875
403.0,3972.5299479166665
404.0,3972.501953125
405.0,3979.332682291667
406.0,3971.61328125
407.0,3970.2093098958335
408.0,3977.55859375
409.0,3974.66796875
410.0,3975.5511067708335
411.0,3970.8076171875
412.0,3974.861002604167
413.0,3975.185546875
414.0,3972.9912109375
415.0,3976.410807291667
416.0,3971.576497395833
417.0,3969.427734375
418.0,3968.694010416667
419.0,3977.288736979167
420.0,3967.950846354167
421.0,3964.259114583333
422.0,3968.043619791667
423.0,3968.2535807291665
424.0,3965.0052083333335
425.0,3964.4036458333335
426.0,3965.0162760416665
427.0,3965.6943359375
428.0,3960.567057291667
429.0,3962.3870442708335
430.0,3962.4765625
431.0,3965.30078125
432.0,3961.38671875
433.0,3964.853841145833
434.0,3968.669270833333
435.0,3954.441731770833
436.0,3964.473958333333
437.0,3959.09765625
438.0,3954.983723958333
439.0,3955.594075520833
440.0,3955.509114583333
441.0,3959.064453125
442.0,3958.5514322916665
443.0,3956.359700520833
444.0,3956.77734375
445.0,3964.822916666667
446.0,3955.2018229166665
447.0,3960.9108072916665
448.0,3957.1025390625
449.0,3956.569986979167
450.0,3952.732096354167
451.0,3958.391276041667
452.0,3958.9925130208335
453.0,3958.8642578125
454.0,3969.0807291666665
455.0,3962.719075520833
456.0,3954.062825520833
457.0,3956.0537109375
458.0,3956.643229166667
459.0,3960.3756510416665
460.0,3954.2578125
461.0,3965.4130859375
462.0,3955.624674479167
463.0,3960.0
464.0,3967.732747395833
465.0,3952.246744791667
466.0,3955.981119791667
467.0,3955.0227864583335
468.0,3955.242838541667
469.0,3954.5546875
470.0,3955.794596354167
471.0,3961.375325520833
472.0,3954.644856770833
473.0,3952.897135416667
474.0,3957.0149739583335
475.0,3956.086588541667
476.0,3967.46484375
477.0,3951.9485677083335
478.0,3956.8714192708335
479.0,3952.617838541667
480.0,3951.1376953125
481.0,3961.2360026041665
482.0,3953.2161458333335
483.0,3948.83203125
484.0,3949.947591145833
485.0,3950.134765625
486.0,3952.500325520833
487.0,3949.391276041667
488.0,3950.513671875
489.0,3948.775716145833
490.0,3951.302408854167
491.0,3950.646809895833
492.0,3951.1126302083335
493.0,3951.8642578125
494.0,3952.873046875
495.0,3948.7132161458335
496.0,3947.849283854167
497.0,3946.7571614583335
498.0,3955.5651041666665
499.0,3948.7272135416665
500.0,3945.421549479167
501.0,3948.680338541667
502.0,3952.923502604167
503.0,3951.071940104167
504.0,3966.533528645833
505.0,3944.927408854167
506.0,3951.029622395833
507.0,3948.724609375
508.0,3948.5729166666665
509.0,3946.857747395833
510.0,3947.729166666667
511.0,3946.137044270833
512.0,3948.1207682291665
513.0,3949.3203125
514.0,3948.0556640625
515.0,3946.127278645833
516.0,3948.007161458333
517.0,3950.5052083333335
518.0,3947.5732421875
519.0,3947.402994791667
520.0,3948.394856770833
521.0,3946.406901041667
522.0,3946.1018880208335
523.0,3956.5234375
524.0,3945.946940104167
525.0,3946.3821614583335
526.0,3946.841471354167
527.0,3946.0481770833335
528.0,3952.058268229167
529.0,3943.752604166667
530.0,3942.0807291666665
531.0,3942.8704427083335
532.0,3952.690755208333
533.0,3949.1298828125
534.0,3947.522135416667
535.0,3945.435546875
536.0,3949.7535807291665
537.0,3949.203776041667
538.0,3944.888997395833
539.0,3951.541015625
540.0,3963.296223958333
541.0,3944.369140625
542.0,3945.138671875
543.0,3946.897786458333
544.0,3945.2080078125
545.0,3944.5432942708335
546.0,3943.924153645833
547.0,3941.1158854166665
548.0,3943.3248697916665
549.0,3942.345703125
550.0,3940.418619791667
551.0,3946.4052734375
552.0,3946.980794270833
553.0,3942.058919270833
554.0,3944.441080729167
555.0,3946.1953125
556.0,3944.202473958333
557.0,3944.1259765625
558.0,3940.673502604167
559.0,3944.167317708333
560.0,3949.964518229167
561.0,3946.0325520833335
562.0,3945.080403645833
563.0,3948.3388671875
564.0,3948.1569010416665
565.0,3941.969075520833
566.0,3946.13671875
567.0,3953.8046875
568.0,3941.4514973958335
569.0,3944.427083333333
570.0,3942.0615234375
571.0,3944.278645833333
572.0,3944.149088541667
573.0,3946.0807291666665
574.0,3947.483072916667
575.0,3942.76953125
576.0,3961.141927083333
577.0,3945.424479166667
578.0,3942.1796875
579.0,3945.516927083333
580.0,3940.1455078125
581.0,3942.3916015625
582.0,3942.3352864583335
583.0,3941.014322916667
584.0,3942.96875
585.0,3944.578125
586.0,3940.237630208333
587.0,3940.453450520833
588.0,3948.891276041667
589.0,3940.117838541667
590.0,3940.100911458333
591.0,3945.8173828125
592.0,3940.9583333333335
593.0,3946.408203125
594.0,3943.8177083333335
595.0,3950.6875
596.0,3945.2509765625
597.0,3944.603515625
598.0,3944.597981770833
599.0,3944.333984375
600.0,3952.3463541666665
601.0,3956.75390625
602.0,3950.698567708333
603.0,3949.576497395833
604.0,3953.657877604167
605.0,3957.299479166667
606.0,3958.47265625
607.0,3965.379557291667
608.0,3968.2978515625
609.0,3967.01953125
610.0,3979.1155598958335
611.0,3978.0146484375
612.0,3976.297200520833
613.0,3974.942057291667
614.0,3980.777994791667
615.0,3981.8352864583335
616.0,3979.83203125
617.0,3974.5732421875
618.0,3968.686848958333
619.0,3974.619791666667
620.0,3962.1533203125
621.0,3959.217122395833
622.0,3957.8291015625
623.0,3960.28125
624.0,3948.233072916667
625.0,3950.235026041667
626.0,3950.239908854167
627.0,3949.4791666666665
628.0,3946.8714192708335
629.0,3943.850260416667
630.0,3944.6487630208335
631.0,3945.423502604167
632.0,3946.099609375
633.0,3942.041015625
634.0,3943.165364583333
635.0,3948.489908854167
636.0,3938.869140625
637.0,3940.5634765625
638.0,3945.044921875
639.0,3941.19921875
640.0,3940.211588541667
641.0,3938.1966145833335
642.0,3936.6806640625
643.0,3940.670572916667
644.0,3937.767252604167
645.0,3937.591471354167
646.0,3938.8470052083335
647.0,3937.6119791666665
648.0,3937.6474609375
649.0,3939.008463541667
650.0,3937.2330729166665
651.0,3937.674153645833
652.0,3939.534505208333
653.0,3938.9889322916665
654.0,3939.3958333333335
655.0,3935.9072265625
656.0,3940.326822916667
657.0,3941.4368489583335
658.0,3938.4951171875
659.0,3938.772786458333
660.0,3936.140625
661.0,3940.6256510416665
662.0,3940.6884765625
663.0,3942.2454427083335
664.0,3941.49609375
665.0,3936.3154296875
666.0,3940.0849609375
667.0,3938.3017578125
668.0,3937.9462890625
669.0,3936.638346354167
670.0,3935.008138020833
671.0,3935.9921875
672.0,3955.218098958333
673.0,3937.16796875
674.0,3934.6298828125
675.0,3941.4925130208335
676.0,3934.866536458333
677.0,3937.006510416667
678.0,3934.8427734375
679.0,3932.7516276041665
680.0,3936.819986979167
681.0,3935.183268229167
682.0,3935.9508463541665
683.0,3936.830729166667
684.0,3938.224934895833
685.0,3932.7307942708335
686.0,3937.826497395833
687.0,3936.534505208333
688.0,3933.407552083333
689.0,3935.531901041667
690.0,3941.927734375
691.0,3935.562174479167
692.0,3935.1126302083335
693.0,3933.9814453125
694.0,3937.021158854167
695.0,3940.874348958333
696.0,3933.9111328125
697.0,3941.0179036458335
698.0,3933.780598958333
699.0,3933.2932942708335
700.0,3937.980143229167
701.0,3933.308919270833
702.0,3939.249348958333
703.0,3933.0625
704.0,3933.9202473958335
705.0,3942.535807291667
706.0,3938.1139322916665
707.0,3937.1787109375
708.0,3934.5856119791665
709.0,3933.3154296875
710.0,3932.15234375
711.0,3930.961263020833
712.0,3938.8968098958335
713.0,3933.27734375
714.0,3932.4912109375
715.0,3933.9586588541665
716.0,3939.300130208333
717.0,3937.150065104167
718.0,3934.571614583333
719.0,3937.05859375
720.0,3934.079752604167
721.0,3931.6520182291665
722.0,3938.0771484375
723.0,3936.188802083333
724.0,3938.541015625
725.0,3934.7317708333335
726.0,3935.9931640625
727.0,3933.251627604167
728.0,3935.427734375
729.0,3935.119466145833
730.0,3937.9326171875
731.0,3932.767578125
732.0,3932.629231770833
733.0,3935.4957682291665
734.0,3934.711588541667
735.0,3934.163411458333
736.0,3938.888671875
737.0,3941.2194010416665
738.0,3934.72265625
739.0,3933.197265625
740.0,3936.7145182291665
741.0,3932.9612630208335
742.0,3933.639973958333
743.0,3931.227864583333
744.0,3932.827473958333
745.0,3943.361328125
746.0,3938.5205078125
747.0,3932.538736979167
748.0,3933.587890625
749.0,3937.5611979166665
750.0,3934.46484375
751.0,3937.3157552083335
752.0,3933.040364583333
753.0,3936.757161458333
754.0,3933.658203125
755.0,3936.9697265625
756.0,3934.1162109375
757.0,3933.201171875
758.0,3933.477864583333
759.0,3932.016276041667
760.0,3936.183919270833
761.0,3934.9231770833335
762.0,3937.0699869791665
763.0,3942.962239583333
764.0,3937.696940104167
765.0,3943.391276041667
766.0,3936.7145182291665
767.0,3940.2796223958335
768.0,3936.304361979167
769.0,3936.019856770833
770.0,3938.678385416667
771.0,3940.2239583333335
772.0,3933.440755208333
773.0,3936.492513020833
774.0,3939.318359375
775.0,3936.5406901041665
776.0,3936.48828125
777.0,3937.6865234375
778.0,3936.8837890625
779.0,3934.142252604167
780.0,3944.0712890625
781.0,3935.8515625
782.0,3938.71875
783.0,3946.0279947916665
784.0,3939.146158854167
785.0,3937.8115234375
786.0,3936.6350911458335
787.0,3946.710286458333
788.0,3935.3876953125
789.0,3937.8502604166665
790.0,3945.8125
791.0,3936.13671875
792.0,3939.515950520833
793.0,3933.556315104167
794.0,3934.460611979167
795.0,3945.760091145833
796.0,3977.094075520833
797.0,3933.844075520833
798.0,3937.878580729167
799.0,3936.728841145833
800.0,3939.118489583333
801.0,3935.709635416667
802.0,3936.298177083333
803.0,3939.290364583333
804.0,3937.018229166667
805.0,3938.1669921875
806.0,3961.457682291667
807.0,3936.12109375
808.0,3934.307942708333
809.0,3932.412760416667
810.0,3937.318359375
811.0,3943.1920572916665
812.0,3943.8831380208335
813.0,3934.60546875
814.0,3935.1848958333335
815.0,3934.366861979167
816.0,3941.3828125
817.0,3945.1259765625
818.0,3939.6748046875
819.0,3936.443359375
820.0,3933.0849609375
821.0,3936.4762369791665
822.0,3937.4563802083335
823.0,3939.5475260416665
824.0,3939.579752604167
825.0,3935.48828125
826.0,3937.393229166667
827.0,3934.023763020833
828.0,3936.305013020833
829.0,3936.80078125
830.0,3933.3440755208335
831.0,3937.518880208333
832.0,3936.7262369791665
833.0,3934.5234375
834.0,3939.9541015625
835.0,3936.119140625
836.0,3935.3440755208335
837.0,3934.4163411458335
838.0,3936.238932291667
839.0,3931.6416015625
840.0,3937.256184895833
841.0,3937.871744791667
842.0,3933.2255859375
843.0,3939.248046875
844.0,3932.392578125
845.0,3938.720377604167
846.0,3936.850260416667
847.0,3935.013671875
848.0,3938.497395833333
849.0,3931.748697916667
850.0,3937.161783854167
851.0,3932.7919921875
852.0,3935.5654296875
853.0,3935.721354166667
854.0,3941.926432291667
855.0,3933.0439453125
856.0,3937.275716145833
857.0,3935.740234375
858.0,3936.9322916666665
859.0,3935.557942708333
860.0,3936.253255208333
861.0,3938.865885416667
862.0,3932.6796875
863.0,3941.821940104167
864.0,3934.641927083333
865.0,3933.522135416667
866.0,3939.587890625
867.0,3936.241861979167
868.0,3945.6884765625
869.0,3932.65234375
870.0,3934.82421875
871.0,3934.331705729167
872.0,3951.446614583333
873.0,3939.4684244791665
874.0,3939.532552083333
875.0,3932.3072916666665
876.0,3933.5517578125
877.0,3932.0406901041665
878.0,3933.915364583333
879.0,3938.0885416666665
880.0,3939.565104166667
881.0,3933.246744791667
882.0,3937.8544921875
883.0,3933.8235677083335
884.0,3936.215169270833
885.0,3935.1380208333335
886.0,3935.9905598958335
887.0,3935.623046875
888.0,3936.098307291667
889.0,3932.4615885416665
890.0,3942.3248697916665
891.0,3938.5227864583335
892.0,3933.593424479167
893.0,3943.876953125
894.0,3948.076171875
895.0,3933.830078125
896.0,3935.779296875
897.0,3938.3896484375
898.0,3932.988932291667
899.0,3934.0052083333335
900.0,3935.849609375
901.0,3935.674153645833
902.0,3937.283528645833
903.0,3934.9091796875
904.0,3935.4593098958335
905.0,3935.1708984375
906.0,3935.372395833333
907.0,3948.830078125
908.0,3933.2796223958335
909.0,3933.51953125
910.0,3938.882486979167
911.0,3935.10546875
912.0,3934.005859375
913.0,3932.6878255208335
914.0,3933.232747395833
915.0,3935.8821614583335
916.0,3937.7444661458335
917.0,3933.208333333333
918.0,3935.198567708333
919.0,3939.251627604167
920.0,3934.6376953125
921.0,3936.6158854166665
922.0,3934.414713541667
923.0,3934.566731770833
924.0,3930.082356770833
925.0,3936.8297526041665
926.0,3937.35546875
927.0,3932.625325520833
928.0,3935.5830078125
929.0,3934.9544270833335
930.0,3928.132161458333
931.0,3938.373697916667
932.0,3935.223958333333
933.0,3933.4827473958335
934.0,3951.914388020833
935.0,3936.6292317708335
936.0,3929.237630208333
937.0,3936.4990234375
938.0,3931.264322916667
939.0,3934.7763671875
940.0,3935.931315104167
941.0,3935.4202473958335
942.0,3931.661783854167
943.0,3937.26171875
944.0,3938.854817708333
945.0,3931.7281901041665
946.0,3934.303059895833
947.0,3933.558919270833
948.0,3935.219075520833
949.0,3933.563802083333
950.0,3931.032552083333
951.0,3938.165690104167
952.0,3936.928385416667
953.0,3934.169921875
954.0,3933.2867838541665
955.0,3936.0537109375
956.0,3928.9716796875
957.0,3933.2727864583335
958.0,3938.760091145833
959.0,3937.2373046875
960.0,3942.034830729167
961.0,3928.786458333333
962.0,3932.718098958333
963.0,3932.7958984375
964.0,3935.8180338541665
965.0,3934.675130208333
966.0,3930.6083984375
967.0,3937.347981770833
968.0,3934.1507161458335
969.0,3933.935872395833
970.0,3930.2203776041665
971.0,3938.3203125
972.0,3937.1337890625
973.0,3935.908203125
974.0,3935.1748046875
975.0,3932.817057291667
976.0,3933.3577473958335
977.0,3932.502278645833
978.0,3935.761393229167
979.0,3933.362955729167
980.0,3933.401692708333
981.0,3930.873046875
982.0,3933.2861328125
983.0,3935.8118489583335
984.0,3935.4889322916665
985.0,3931.761393229167
986.0,3934.1585286458335
987.0,3937.583984375
988.0,3936.4716796875
989.0,3932.2327473958335
990.0,3935.299479166667
991.0,3929.564778645833
992.0,3935.9833984375
993.0,3934.2428385416665
994.0,3931.343424479167
995.0,3939.27734375
996.0,3932.6256510416665
997.0,3932.7063802083335
998.0,3930.0325520833335
999.0,3933.540690104167
1000.0,3940.194010416667
1001.0,3934.303059895833
1002.0,3934.6787109375
1003.0,3935.709635416667
1004.0,3938.2138671875
1005.0,3932.796875
1006.0,3931.110677083333
1007.0,3930.533528645833
1008.0,3939.0224609375
1009.0,3939.973307291667
1010.0,3934.246419270833
1011.0,3931.0901692708335
1012.0,3936.949869791667
1013.0,3932.19140625
1014.0,3930.509440104167
1015.0,3939.9052734375
1016.0,3932.19140625
1017.0,3932.765299479167
1018.0,3938.71875
1019.0,3932.5673828125
1020.0,3942.755859375
1021.0,3934.391927083333
1022.0,3937.0481770833335
1023.0,3933.2705078125
1024.0,3936.267252604167
1025.0,3935.417643229167
1026.0,3932.217122395833
1027.0,3935.1865234375
1028.0,3937.970052083333
1029.0,3934.46484375
1030.0,3928.322265625
1031.0,3936.1647135416665
1032.0,3933.2190755208335
1033.0,3937.70703125
1034.0,3933.517252604167
1035.0,3941.9560546875
1036.0,3933.9244791666665
1037.0,3934.364908854167
1038.0,3932.430338541667
1039.0,3933.807291666667
1040.0,3934.3401692708335
1041.0,3937.5065104166665
1042.0,3934.483072916667
1043.0,3944.886393229167
1044.0,3935.623372395833
1045.0,3934.0042317708335
1046.0,3937.134114583333
1047.0,3943.8238932291665
1048.0,3932.357421875
1049.0,3934.517903645833
1050.0,3931.8271484375
1051.0,3932.421875
1052.0,3933.253580729167
1053.0,3933.3515625
1054.0,3935.5149739583335
1055.0,3936.2392578125
1056.0,3929.705078125
1057.0,3932.3948567708335
1058.0,3936.7431640625
1059.0,3932.363932291667
1060.0,3934.908528645833
1061.0,3935.363606770833
1062.0,3931.779296875
1063.0,3935.944661458333
1064.0,3946.103190104167
1065.0,3932.046875
1066.0,3936.6357421875
1067.0,3933.878255208333
1068.0,3932.6044921875
1069.0,3934.731119791667
1070.0,3935.964192708333
1071.0,3935.781901041667
1072.0,3934.483072916667
1073.0,3933.7819010416665
1074.0,3937.3922526041665
1075.0,3935.9332682291665
1076.0,3935.76171875
1077.0,3934.583984375
1078.0,3939.094075520833
1079.0,3932.9544270833335
1080.0,3937.0947265625
1081.0,3937.152994791667
1082.0,3937.1044921875
1083.0,3932.2887369791665
1084.0,3935.659830729167
1085.0,3935.5341796875
1086.0,3933.7555338541665
1087.0,3936.802734375
1088.0,3938.794921875
1089.0,3938.6630859375
1090.0,3942.655598958333
1091.0,3933.4208984375
1092.0,3936.121744791667
1093.0,3933.8014322916665
1094.0,3939.1077473958335
1095.0,3935.3427734375
1096.0,3932.38671875
1097.0,3935.276041666667
1098.0,3933.3264973958335
1099.0,3939.427734375
1100.0,3930.393880208333
1101.0,3940.558268229167
1102.0,3936.328450520833
1103.0,3937.955729166667
1104.0,3936.744466145833
1105.0,3935.1201171875
1106.0,3938.131184895833
1107.0,3937.527994791667
1108.0,3931.495768229167
1109.0,3935.655598958333
1110.0,3936.4928385416665
1111.0,3939.162109375
1112.0,3940.2060546875
1113.0,3934.819661458333
1114.0,3935.9547526041665
1115.0,3941.1165364583335
1116.0,3943.531575520833
1117.0,3947.805338541667
1118.0,3936.630208333333
1119.0,3939.4755859375
1120.0,3936.447265625
1121.0,3943.5374348958335
1122.0,3976.0771484375
1123.0,3934.446940104167
1124.0,3940.4938151041665
1125.0,3936.6220703125
1126.0,3937.183919270833
1127.0,3933.229166666667
1128.0,3939.2705078125
1129.0,3944.5732421875
1130.0,3935.701171875
1131.0,3939.248046875
1132.0,3944.333658854167
1133.0,3939.740885416667
1134.0,3937.157552083333
1135.0,3935.0296223958335
1136.0,3940.1640625
1137.0,3938.650390625
1138.0,3937.980143229167
1139.0,3939.734700520833
1140.0,3942.3037109375
1141.0,3938.48828125
1142.0,3939.046223958333
1143.0,3938.957682291667
1144.0,3940.1207682291665
1145.0,3934.0517578125
1146.0,3937.834309895833
1147.0,3940.903971354167
1148.0,3938.9029947916665
1149.0,3941.402994791667
