Pixel,Intensity
-317.3062133311214,1159.0
-313.5136805500006,1063.0
-309.7223599762474,1129.0
-305.9322521126669,1093.0
-302.1433574604089,1076.0
-298.3556765189387,1072.0
-294.5692097860301,1095.0
-290.7839577578052,1161.0
-286.999920928698,1063.0
-283.21709979148727,1076.0
-279.435494837282,1061.0
-275.65510655552134,1080.0
-271.8759354340036,1108.0
-268.09798195885014,1091.0
-264.3212466145342,1070.0
-260.54572988387736,1087.0
-256.7714322480533,1097.0
-252.99835418658404,1047.0
-249.22649617735442,1108.0
-245.45585869659772,1082.0
-241.6864422189101,1063.0
-237.91824721725425,1087.0
-234.15127416295945,1095.0
-230.38552352571787,1068.0
-226.6209957735955,1099.0
-222.85769137303214,1059.0
-219.09561078884144,1063.0
-215.3347544842145,1084.0
-211.57512292072352,1076.0
-207.8167165583218,1063.0
-204.05953585536554,1057.0
-200.3035812685739,1051.0
-196.54885325306896,1055.0
-192.7953522623684,1266.0
-189.0430787483856,1091.0
-185.29203316142593,1104.0
-181.54221595020135,1063.0
-177.7936275618231,1097.0
-174.0462684418162,1106.0
-170.3001390341051,1065.0
-166.5552397810352,1091.0
-162.8115711233513,1046.0
-159.06913350022296,1087.0
-155.32792734924806,1066.0
-151.5879531064238,1059.0
-147.84921120618674,1091.0
-144.11170208139447,1078.0
-140.37542616332576,1072.0
-136.64038388171684,1142.0
-132.906575664696,1066.0
-129.17400193886715,1072.0
-125.44266312924447,1104.0
-121.71255965929959,1080.0
-117.98369195093983,1197.0
-114.25606042451909,1085.0
-110.5296654988415,1080.0
-106.80450759116866,1076.0
-103.08058711719423,1070.0
-99.35790449108754,1148.0
-95.63646012547179,1097.0
-91.91625443142038,1080.0
-88.19728781849335,1097.0
-84.47956069468273,1074.0
-80.76307346647809,1078.0
-77.04782653882285,1076.0
-73.33382031513975,1066.0
-69.62105519732722,1066.0
-65.90953158575576,1137.0
-62.199249879278796,1066.0
-58.49021047523274,1082.0
-54.78241376944061,1065.0
-51.07586015621564,1070.0
-47.37055002835041,1091.0
-43.66648377713864,1084.0
-39.96366179236429,1070.0
-36.262084462316125,1084.0
-32.561752173762216,1106.0
-28.862665312004538,1078.0
-25.164824260817113,1065.0
-21.46822940250422,1091.0
-17.772881117864017,1074.0
-14.078779786217638,1053.0
-10.385925785387371,1049.0
-6.69431949173304,1066.0
-3.003961280104704,1082.0
0.6851484761100437,1097.0
4.373009404993354,1093.0
8.059621136115311,1068.0
11.744983300512104,1078.0
15.429095530689665,1082.0
19.11195746062367,1078.0
22.793568725741352,1118.0
26.473928962954233,1112.0
30.153037810618116,1095.0
33.830894908543996,1063.0
37.50749989801261,1066.0
41.18285242174534,1097.0
44.85695212391511,1080.0
48.52979865015004,1095.0
52.2013916475189,1099.0
55.87173076453473,1087.0
59.54081565114393,1108.0
63.20864595874082,1140.0
66.87522134016035,1123.0
70.54054144965266,1093.0
74.20460594292672,1102.0
77.86741447709574,1082.0
81.5289667107063,1091.0
85.189262303742,1074.0
88.84830091759795,1084.0
92.50608221508446,1080.0
96.16260586044154,1101.0
99.81787151932076,1047.0
103.47187885877793,1070.0
107.12462754729131,1072.0
110.77611725474708,1104.0
114.42634765241746,1059.0
118.07531841300079,1099.0
121.72302921059963,1070.0
125.36947972069174,1065.0
129.0146696201773,1074.0
132.65859858732802,1082.0
136.30126630182713,1091.0
139.94267244473303,1091.0
143.58281669851203,1116.0
147.2216987469801,1070.0
150.85931827537206,1084.0
154.49567497029057,1101.0
158.1307685197171,1093.0
161.76459861299736,1072.0
165.3971649408668,1101.0
169.0284671954323,1087.0
172.65850507015784,1053.0
176.28727825988244,1091.0
179.9147864608094,1112.0
183.5410293705063,1104.0
187.1660066878976,1104.0
190.78971811326846,1089.0
194.4121633482573,1104.0
198.03334209585228,1108.0
201.65325406040574,1131.0
205.27189894760158,1173.0
208.88927646448428,1271.0
212.5053863194371,1355.0
216.1202282221966,1429.0
219.73380188380906,1456.0
223.3461070166959,1463.0
226.95714333459182,1465.0
230.56691055256306,1439.0
234.17540838702553,1444.0
237.78263655570117,1419.5
241.388594777658,1395.0
244.99328277327731,1416.0
248.59670026425738,1399.0
252.19884697363523,1412.0
255.7997226257503,1372.0
259.3993269462626,1399.0
262.99765966214545,1368.0
266.59472050167824,1355.0
270.1905091944536,1361.0
273.7850254713776,1368.0
277.3782690646476,1332.0
280.9702397077708,1323.0
284.56093713555674,1334.0
288.1503610841064,1368.0
291.7385112908196,1342.0
295.3253874943839,1366.0
298.910989434793,1349.0
302.4953168533175,1340.0
306.07836949251214,1363.0
309.66014709623414,1370.0
313.24064940960307,1385.0
316.8198761790227,1410.0
320.39782715218826,1380.0
323.97450207806105,1368.0
327.54990070687927,1418.0
331.12402279013986,1395.0
334.69686808063125,1391.0
338.2684363324006,1433.0
341.8387273007538,1433.0
345.40774074226647,1423.0
348.9754764147656,1480.0
352.54193407735875,1475.0
356.10711349038684,1570.0
359.6710144154531,1583.0
363.2336366154195,1697.0
366.79497985439593,1837.0
370.3550438977327,2063.0
373.9138285120316,2388.0
377.4713334651351,2805.0
381.02755852614064,3179.0
384.5825034653644,3428.0
388.1361680543778,3439.0
391.6885520659707,3031.0
395.23965527419205,2473.0
398.78947745429105,2092.0
402.33801838276486,1835.0
405.885277837333,1655.0
409.4312555969409,1581.0
412.9759514417565,1497.0
416.51936515316265,1484.0
420.06149651377564,1488.0
423.60234530740854,1442.0
427.1419113191041,1416.0
430.680194335102,1366.0
434.2171941428678,1355.5
437.7529105310714,1345.0
441.2873432895831,1353.0
444.8204922094774,1353.0
448.352357083033,1342.0
451.8829377037291,1338.0
455.4122338662419,1302.0
458.94024536644065,1321.0
462.4669720013917,1287.0
465.9924135693509,1319.0
469.5165698697674,1273.0
473.0394407032618,1262.0
476.5610258716588,1313.0
480.0813251779655,1285.0
483.6003384263531,1270.0
487.1180654221862,1283.0
490.63450597200426,1294.0
494.1496598835147,1285.0
497.66352696560716,1266.0
501.17610702833554,1258.0
504.68739988292873,1270.0
508.1974053417689,1254.0
511.7061232184242,1251.0
515.2135533276087,1249.0
518.719695485197,1247.0
522.2245495082279,1207.0
525.7281152149008,1230.0
529.2303924245643,1213.0
532.7313809577136,1205.0
536.2310806360074,1196.0
539.7294912822435,1232.0
543.2266127203657,1222.0
546.7224447754706,1207.0
550.2169872737868,1192.0
553.7102400426884,1258.0
557.202202910692,1201.0
560.6928757074456,1203.0
564.1822582637251,1184.0
567.6703504114521,1177.0
571.1571519836725,1205.0
574.6426628145564,1226.0
578.1268827394088,1197.0
581.6098115946515,1226.0
585.0914492178308,1196.0
588.5717954476168,1184.0
592.0508501237964,1178.0
595.5286130872701,1186.0
599.0050841800548,1262.0
602.4802632452847,1197.0
605.9541501271888,1230.0
609.4267446711274,1180.0
612.8980467235524,1252.0
616.3680561320216,1196.0
619.836772745195,1192.0
623.3041964128388,1209.0
626.7703269858175,1180.0
630.2351643160873,1173.0
633.698708256703,1186.0
637.1609586618033,1167.0
640.6219153866368,1203.0
644.0815782875252,1196.0
647.5399472218814,1207.0
650.9970220481991,1197.0
654.4528026260668,1190.0
657.9072888161463,1188.0
661.3604804801798,1209.0
664.8123774809792,1199.0
668.2629796824513,1216.0
671.7122869495543,1218.0
675.1602991483305,1237.0
678.607016145892,1205.0
682.0524378104164,1205.0
685.4965640111513,1199.0
688.9393946183845,1192.0
692.3809295035062,1220.0
695.821168538936,1201.0
699.2601115981597,1224.0
702.6977585557215,1232.0
706.1341092872208,1247.0
709.5691636693045,1241.0
713.0029215796822,1197.0
716.4353828970889,1194.0
719.8665475013331,1207.0
723.2964152732457,1220.0
726.7249860947195,1237.0
730.1522598486772,1241.0
733.5782364190745,1258.0
737.0029156909259,1245.0
740.4262975502534,1275.0
743.8483818841414,1258.0
747.2691685806858,1328.0
750.6886575290118,1380.0
754.1068486192926,1446.0
757.5237417427015,1363.0
760.9393367914563,1357.0
764.3536336587822,1342.0
767.7666322389414,1357.0
771.1783324272001,1319.0
774.5887341198468,1330.0
777.9978372141813,1279.0
781.4056416085259,1271.0
784.812147202203,1241.0
788.2173538955467,1290.0
791.6212615899094,1287.0
795.0238701876369,1277.0
798.4251795920791,1232.0
801.825189707597,1277.0
805.2239004395415,1247.0
808.6213116942708,1268.0
812.0174233791295,1249.0
815.4122354024694,1243.0
818.8057476736249,1271.0
822.1979601029234,1260.0
825.5888726016892,1313.0
828.978485082218,1268.0
832.3667974578057,1289.0
835.7538096427306,1281.0
839.1395215522425,1279.0
842.5239331025805,1285.0
845.9070442109623,1273.0
849.2888547955772,1237.0
852.6693647755928,1298.0
856.0485740711447,1254.0
859.4264826033432,1290.0
862.8030902942701,1279.0
866.1783970669712,1237.0
869.5524028454565,1281.0
872.9251075547072,1243.0
876.296511120654,1247.0
879.66661347021,1273.0
883.0354145312158,1230.0
886.4029142324944,1230.0
889.7691125038182,1273.0
893.1340092758983,1264.0
896.4976044804207,1252.0
899.8598980499992,1256.0
903.2208899182151,1271.0
906.580580019574,1315.0
909.9389682895417,1376.0
913.29605466453,1459.0
916.6518390818783,1801.0
920.006321479872,2673.0
923.3595017977277,3888.0
926.711379975608,4510.0
930.061955954603,4041.0
933.411229676738,2923.0
936.7592010849658,1999.0
940.1058701231632,1543.0
943.4512367361422,1389.0
946.7953008696386,1289.0
950.1380624703088,1262.0
953.4795214857331,1235.0
956.8196778644087,1243.0
960.1585315557531,1218.0
963.496082510097,1213.0
966.8323306786915,1177.0
970.1672760137008,1182.0
973.5009184681949,1224.0
976.8332579961498,1205.0
980.1642945524618,1213.0
983.4940280929331,1211.0
986.8224585742464,1197.0
990.1495859540191,1237.0
993.4754101907529,1237.0
996.7999312438515,1239.0
1000.1231490736136,1207.0
1003.445063641233,1216.0
1006.7656749088055,1197.0
1010.0849828393111,1245.0
1013.4029873966319,1232.5
1016.7196885455196,1220.0
1020.0350862516352,1230.0
1023.3491804815094,1205.0
1026.661971202564,1233.0
1029.9734583831014,1233.0
1033.2836419923078,1230.0
1036.5925220002391,1256.0
1039.900098377846,1249.0
1043.2063710969305,1277.0
1046.511340130197,1347.0
1049.8150054511898,1243.0
1053.117367034356,1260.0
1056.4184248549936,1213.0
1059.718178889263,1224.0
1063.0166291142123,1224.0
1066.313775507726,1243.0
1069.6096180485729,1194.0
1072.9041567163695,1188.0
1076.1973914916052,1196.0
1079.4893223556028,1207.0
1082.7799492905688,1184.0
1086.069272279543,1184.0
1089.3572913064272,1199.0
1092.6440063559712,1188.5
1095.9294174137758,1178.0
1099.2135244662895,1190.0
1102.4963275008013,1171.0
1105.7778265054476,1180.0
1109.05802146922,1169.0
1112.3369123819248,1161.0
1115.6144992342306,1184.0
1118.8907820176319,1211.0
1122.1657607244633,1165.0
1125.4394353478965,1199.0
1128.7118058819287,1140.0
1131.9828723213905,1148.0
1135.2526346619488,1184.0
1138.5210929000968,1159.0
1141.788247033146,1188.0
1145.054097059241,1205.0
1148.3186429773414,1152.0
1151.5818847872433,1158.0
1154.84382248954,1196.0
1158.104456085668,1154.0
1161.3637855778652,1169.0
1164.6218109691836,1171.0
1167.8785322634976,1154.0
1171.1339494654894,1139.0
1174.3880625806523,1201.0
1177.6408716152873,1167.0
1180.8923765765066,1158.0
1184.142577472223,1148.0
1187.3914743111527,1196.0
1190.6390671028203,1142.0
1193.8853558575465,1167.0
1197.1303405864564,1165.0
1200.3740213014644,1139.0
1203.6163980152887,1116.0
1206.8574707414482,1159.0
1210.0972394942328,1190.0
1213.3357042887474,1175.0
1216.5728651408717,1139.0
1219.8087220672824,1163.0
1223.0432750854452,1182.0
1226.2765242135974,1163.0
1229.508469470773,1194.0
1232.7391108767843,1178.0
1235.9684484522222,1146.0
1239.1964822184636,1169.0
1242.423212197653,1218.0
1245.648638412713,1171.0
1248.8727608873523,1163.0
1252.095579646044,1159.0
1255.317094714028,1192.0
1258.537306117316,1161.0
1261.7562138827016,1152.0
1264.9738180377244,1173.0
1268.1901186107061,1190.0
1271.4051156307214,1184.0
1274.6188091276163,1192.0
1277.8311991319897,1165.0
1281.0422856752048,1182.0
1284.2520687893812,1196.0
1287.4605485073953,1254.0
1290.667724862873,1201.0
1293.8735978902005,1194.0
1297.0781676245133,1154.0
1300.2814341016965,1205.0
1303.483397358381,1215.0
1306.684057431954,1199.0
1309.8834143605418,1196.0
1313.0814681830088,1235.0
1316.27821893898,1279.0
1319.4736666688004,1304.0
1322.6678114135684,1285.0
1325.8606532151207,1281.0
1329.052192116029,1249.0
1332.2424281595886,1281.0
1335.4313613898412,1283.0
1338.6189918515665,1317.0
1341.8053195902576,1323.0
1344.9903446521566,1347.0
1348.1740670842119,1344.0
1351.3564869341135,1374.0
1354.5376042502721,1399.0
1357.7174190818223,1454.0
1360.8959314786262,1511.0
1364.0731414912516,1511.0
1367.2490491709978,1628.0
1370.423654569884,1824.0
1373.5969577406322,2130.0
1376.7689587366876,2469.0
1379.9396576122163,2767.0
1383.1090544220788,2832.0
1386.2771492218599,2505.0
1389.4439420678464,2196.0
1392.609433017038,1991.0
1395.7736221271334,1873.0
1398.9365094565437,1805.0
1402.0980950643716,1752.0
1405.25837901044,1738.0
1408.417361355252,1750.0
1411.5750421600278,1795.0
1414.7314214866637,1763.0
1417.8864993977768,1792.0
1421.0402759566568,1801.0
1424.1927512273032,1828.0
1427.3439252743956,1797.0
1430.493798163312,1776.0
1433.6423699601073,1854.0
1436.7896407315384,1775.0
1439.9356105450497,1816.0
1443.080279468748,1849.0
1446.223647571449,1864.0
1449.3657149226274,1869.0
1452.5064815924634,1911.0
1455.645947651792,1921.0
1458.784113172147,1873.0
1461.9209782257167,1801.0
1465.0565428853843,1801.0
1468.1908072246915,1738.0
1471.3237713178642,1661.0
1474.4554352397863,1647.0
1477.585799066026,1621.0
1480.7148628728028,1566.0
1483.8426267370123,1484.0
1486.96909073622,1524.0
1490.0942549486426,1494.0
1493.2181194531659,1503.0
1496.3406843293342,1444.0
1499.4619496573541,1439.0
1502.581915518098,1442.0
1505.7005819930746,1482.0
1508.8179491644623,1408.0
1511.9340171151016,1412.0
1515.048785928455,1402.0
1518.162255688676,1382.0
1521.2744264805406,1351.0
1524.385298389483,1399.0
1527.494871501578,1361.0
1530.6031459035585,1376.0
1533.7101216827941,1372.0
1536.815798927295,1370.0
1539.920177725715,1330.0
1543.0232581673517,1336.0
1546.1250403421436,1345.0
1549.225524340658,1328.0
1552.32471025411,1338.0
1555.4225981743439,1302.0
1558.5191881938263,1294.0
1561.6144804056821,1306.0
1564.708474903644,1296.0
1567.8011717820846,1296.0
1570.8925711360134,1309.0
1573.9826730610403,1260.0
1577.0714776534296,1271.0
1580.1589850100572,1260.0
1583.2451952284173,1230.0
1586.330108406637,1247.0
1589.413724643462,1241.0
1592.4960440382456,1218.0
1595.5770666909702,1207.0
1598.656792702237,1243.0
1601.7352221732472,1215.0
1604.812355205835,1237.0
1607.8881919024316,1218.0
1610.9627323660934,1190.0
1614.0359767004702,1180.0
1617.1079250098337,1197.0
1620.1785773990632,1178.0
1623.247933973631,1334.0
1626.3159948396315,1196.0
1629.3827601037483,1199.0
1632.4482298732692,1233.0
1635.5124042561001,1192.0
1638.5752833607185,1201.0
1641.6368672962199,1190.0
1644.6971561722967,1192.0
1647.7561500992197,1190.0
1650.813849187878,1173.0
1653.870253549736,1167.0
1656.9253632968575,1182.0
1659.9791785418965,1173.0
1663.031699398096,1159.0
1666.0829259792845,1158.0
1669.1328583998802,1154.0
1672.181496774887,1173.0
1675.228841219894,1180.0
1678.2748918510624,1158.0
1681.3196487851492,1175.0
1684.3631121394938,1178.0
1687.4052820319994,1133.0
1690.446158581155,1163.0
1693.4857419060318,1243.0
1696.5240321262645,1192.0
1699.5610293620775,1139.0
1702.5967337342518,1175.0
1705.6311453641501,1173.0
1708.6642643737068,1167.0
1711.6960908854198,1180.0
1714.7266250223547,1171.0
1717.7558669081518,1169.0
1720.7838166670044,1152.0
1723.8104744236807,1159.0
1726.8358403035054,1171.0
1729.8599144323744,1144.0
1732.8826969367292,1188.0
1735.904187943579,1171.0
1738.9243875804968,1156.0
1741.943295975605,1139.0
1744.9609132575824,1165.0
1747.977239555661,1178.0
1750.9922749996258,1152.0
1754.0060197198218,1140.0
1757.0184738471362,1154.0
1760.0296375130056,1137.0
1763.0395108494195,1152.0
1766.0480939889167,1146.0
1769.0553870645708,1148.0
1772.0613902100085,1152.0
1775.066103559402,1140.0
1778.069527247455,1163.0
1781.0716614094272,1150.0
1784.0725061811063,1158.0
1787.072061698822,1165.0
1790.0703280994458,1165.0
1793.0673055203843,1194.0
1796.062994099564,1175.0
1799.0573939754686,1192.0
1802.0505052871013,1196.0
1805.0423281740004,1330.0
1808.0328627762283,1173.0
1811.0221092343927,1177.0
1814.0100676896036,1173.0
1816.9967382835202,1159.0
1819.9821211583185,1190.0
1822.966216456698,1177.0
1825.949024321886,1252.0
1828.9305448976265,1182.0
1831.910778328187,1197.0
1834.8897247583518,1188.0
1837.86738433344,1173.0
1840.8437571992508,1178.0
1843.8188435021439,1192.0
1846.792643388966,1180.0
1849.7651570070775,1161.0
1852.7363845043692,1156.0
1855.7063260292307,1159.0
1858.674981730568,1171.0
1861.6423517577823,1171.0
1864.6084362608017,1125.0
1867.5732353900457,1148.0
1870.5367492964542,1161.0
1873.4989781314616,1177.0
1876.4599220470081,1148.0
1879.419581195536,1148.0
1882.3779557299895,1175.0
1885.3350458038149,1133.0
1888.2908515709496,1165.0
1891.2453731858368,1158.0
1894.1986108034143,1167.0
1897.1505645791185,1169.0
1900.1012346688658,1180.0
1903.0506212290893,1178.0
1905.9987244166987,1144.0
1908.9455443890838,1139.0
1911.8910813041584,1165.0
1914.8353353202838,1159.0
1917.7783065963486,1177.0
1920.7199952916963,1139.0
1923.6604015661687,1144.0
1926.5995255800954,1161.0
1929.537367494282,1169.0
1932.4739274700223,1173.0
1935.4092056690824,1114.0
1938.3432022537236,1178.0
1941.2759173866652,1161.0
1944.2073512311144,1173.0
1947.1375039507657,1178.0
1950.0663757097718,1165.0
1952.9939666727623,1144.0
1955.9202770048469,1167.0
1958.845306871608,1190.0
1961.7690564390869,1165.0
1964.6915258738118,1163.0
1967.612715342766,1188.0
1970.5326250134021,1171.0
1973.4512550536492,1146.0
1976.3686056318948,1150.0
1979.2846769169846,1165.0
1982.1994690782376,1144.0
1985.1129822854346,1137.0
1988.025216708811,1177.0
1990.936172519061,1146.0
1993.8458498873515,1152.0
1996.7542489852967,1163.0
1999.6613699849659,1139.0
2002.5672130588864,1224.0
2005.4717783800443,1186.0
2008.3750661218728,1137.0
2011.2770764582638,1135.0
2014.1778095635564,1184.0
2017.077265612541,1190.0
2019.9754447804626,1188.0
2022.8723472430065,1194.0
2025.7679731763055,1167.0
2028.6623227569435,1178.0
2031.555396161948,1140.0
2034.4471935687907,1140.0
2037.3377151553868,1163.0
2040.2269611000884,1165.0
2043.1149315816947,1148.0
2046.0016267794417,1158.0
2048.887046873002,1177.0
2051.7711920424954,1175.0
2054.6540624684676,1209.0
2057.535658331901,1173.0
2060.415979814221,1171.0
2063.2950270972797,1150.0
2066.1728003633616,1186.0
2069.049299795188,1201.0
2071.9245255759015,1177.0
2074.7984778890786,1158.0
2077.671156918732,1207.0
2080.542562849296,1178.0
2083.4126958656198,1205.0
2086.281556152997,1159.0
2089.1491438971316,1154.0
2092.0154592841573,1192.0
2094.8805025006295,1180.0
2097.744273733526,1178.0
2100.6067731702387,1154.0
2103.4680009985896,1171.0
2106.3279574068,1180.0
2109.1866425835287,1184.0
2112.044056717845,1190.0
2114.900199999218,1171.0
2117.7550726175577,1209.0
2120.608674763167,1197.0
2123.4610066267596,1182.0
2126.3120683994784,1177.0
2129.161860272863,1192.0
2132.0103824388607,1175.0
2134.8576350898293,1201.0
2137.7036184185417,1192.0
2140.548332618171,1205.0
2143.3917778822833,1197.0
2146.2339544048664,1178.0
2149.074862380312,1188.0
2151.9145020033975,1190.0
2154.7528734693115,1224.0
2157.5899769736498,1211.0
2160.4258127123903,1205.0
2163.2603808819185,1201.0
2166.0936816790236,1270.0
2168.9257153008803,1226.0
2171.7564819450636,1222.0
2174.585981809534,1201.0
2177.4142150926673,1218.0
2180.241181993206,1190.0
2183.0668827102963,1218.0
2185.8913174434783,1232.0
2188.714486392677,1232.0
2191.536389758192,1237.0
2194.3570277407416,1271.0
2197.1764005414007,1271.0
2199.994508361644,1289.0
2202.8113514033357,1308.0
2205.6269298687075,1427.0
2208.441243960384,1471.0
2211.254293881375,1495.0
2214.066079835058,1425.0
2216.876602025204,1353.0
2219.685860655958,1378.0
2222.493855931836,1313.0
2225.3005880577366,1448.0
2228.1060572389433,1437.0
2230.9102636810967,1482.0
2233.7132075902227,1499.0
2236.514889172722,1604.0
2239.315308635356,1746.0
2242.114466185274,2033.0
2244.9123620299797,2498.0
2247.7089963773506,3645.0
2250.5043694356427,5928.0
2253.298481413465,9869.0
2256.0913325198017,14483.0
2258.8829229639996,16360.0
2261.673252955774,13412.0
2264.4623227051998,8112.0
2267.2501324227087,4081.0
2270.0366823191107,2678.0
2272.8219726055613,2198.0
2275.606003493587,2004.0
2278.388775195068,1849.0
2281.1702879222357,1790.0
2283.950541887698,1765.0
2286.729537304396,1799.0
2289.507274385647,1913.0
2292.283753345102,2133.0
2295.0589743967867,2458.0
2297.832937755069,2697.0
2300.605643634666,2621.0
2303.377092250652,2412.0
2306.1472838184454,1999.0
2308.9162185538116,1729.0
2311.683896672879,1556.0
2314.4503183921115,1446.0
2317.215483928314,1370.0
2319.9793934986556,1361.0
2322.742047320622,1304.0
2325.503445612074,1347.0
2328.2635885911914,1317.0
2331.0224764765044,1319.0
2333.7801094868883,1256.0
2336.536487841553,1256.0
2339.291611760047,1300.0
2342.045481462261,1283.0
2344.7980971684156,1279.0
2347.549459099082,1241.0
2350.299567475151,1277.0
2353.0484225178625,1256.0
2355.7960244487767,1270.0
2358.542373489792,1264.0
2361.2874698631495,1215.0
2364.0313137914018,1207.0
2366.773905497452,1237.0
2369.5152452045113,1213.0
2372.2553331361414,1256.0
2374.994169516216,1213.0
2377.731754568944,1218.0
2380.4680885188536,1197.0
2383.2031715908015,1215.0
2385.9370040099784,1190.0
2388.669586001877,1245.0
2391.400917792329,1207.0
2394.130999607485,1196.0
2396.8598316738135,1235.0
2399.587414218102,1243.0
2402.3137474674622,1247.0
2405.038831649319,1247.0
2407.762666991417,1233.0
2410.4852537218176,1243.0
2413.2065920689,1218.0
2415.926682261348,1232.0
2418.6455245281704,1249.0
2421.3631190986907,1266.0
2424.079466202531,1218.0
2426.794566069635,1258.0
2429.5084189302597,1232.0
2432.2210250149637,1233.0
2434.9323845546187,1275.0
2437.6424977804054,1249.0
2440.3513649238084,1201.0
2443.0589862166235,1216.0
2445.7653618909444,1213.0
2448.4704921791763,1249.0
2451.1743773140242,1235.0
2453.8770175285026,1197.0
2456.5784130559186,1209.0
2459.2785641298888,1201.0
2461.9774709843296,1222.0
2464.675133853447,1197.0
2467.371552971761,1222.0
2470.0667285740765,1315.0
2472.7606608955066,1207.0
2475.4533501714523,1197.0
2478.1447966376163,1203.0
2480.835000529991,1220.0
2483.5239620848624,1228.0
2486.2116815388217,1241.0
2488.8981591287375,1218.0
2491.583395091773,1230.0
2494.2673896653923,1230.0
2496.950143087335,1209.0
2499.631655595638,1271.0
2502.3119274286273,1197.0
2504.990958824912,1224.0
2507.668750023391,1199.0
2510.345301263251,1197.0
2513.020612783952,1213.0
2515.694684825259,1224.0
2518.3675176272063,1201.0
2521.0391114301074,1188.0
2523.7094664745673,1194.0
2526.378583001466,1218.0
2529.0464612519736,1180.0
2531.7131014675233,1270.0
2534.378503889844,1186.0
2537.042668760927,1190.0
2539.7055963230505,1173.0
2542.3672868187714,1213.0
2545.027740490912,1192.0
2547.6869575825804,1243.0
2550.3449383371462,1186.0
2553.0016829982687,1188.0
2555.657191809858,1197.0
2558.3114650161206,1186.0
2560.9645028615123,1194.0
2563.6163055907746,1186.0
2566.266873448907,1190.0
2568.916206681184,1192.0
2571.564305533142,1197.0
2574.211170250597,1194.0
2576.8568010796207,1171.0
2579.5011982665437,1192.0
2582.144362057981,1209.0
2584.786292700792,1192.0
2587.4269904421126,1197.0
2590.0664555293333,1188.0
2592.704688210113,1190.0
2595.3416887323638,1196.0
2597.977457344261,1169.0
2600.611994294244,1190.0
2603.2452998310073,1186.0
2605.8773742034937,1201.0
2608.5082176609194,1192.0
2611.1378304527516,1209.0
2613.7662128287066,1186.0
2616.3933650387607,1222.0
2619.0192873331416,1201.0
2621.643979962335,1199.0
2624.2674431770774,1199.0
2626.8896772283515,1205.0
2629.5106823674014,1186.0
2632.1304588457115,1209.0
2634.749006915019,1190.0
2637.3663268273194,1199.0
2639.982418834832,1175.0
2642.59728319006,1190.0
2645.210920145715,1228.0
2647.823329954783,1178.0
2650.4345128704754,1197.0
2653.044469146267,1194.0
2655.653199035858,1182.0
2658.2607027932027,1192.0
2660.8669806724974,1190.0
2663.4720329281736,1171.0
2666.075859814906,1171.0
2668.678461587613,1169.0
2671.279838501452,1192.0
2673.879990811811,1232.0
2676.4789187743263,1146.0
2679.076622644865,1148.0
2681.6731026795333,1180.0
2684.2683591346704,1186.0
2686.8623922668557,1222.0
2689.4552023328943,1216.0
2692.0467895898364,1178.0
2694.637154294951,1325.0
2697.226296705754,1192.0
2699.814217079982,1199.0
2702.400915675609,1205.0
2704.9863927508322,1228.0
2707.5706485640803,1233.0
2710.1536833740192,1235.0
2712.735497439531,1197.0
2715.3160910197275,1222.0
2717.8954643739526,1251.0
2720.4736177617706,1260.0
2723.050551442977,1306.0
2725.6262656775816,1302.0
2728.20076072582,1372.0
2730.7740368481645,1473.0
2733.346094305296,1581.0
