#Acq. time (s)=	10
#Accumulations=	5
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	High Sensitivity
#Detector ADC=	45 kHz 
#Detector temperature (°C)=	-49.97
#Instrument=	OSD
#Detector=	Syncerity
#Grating=	685
#Laser (nm)=	785 
#Spectro (cm-¹)=	2019.74
#Laser power=	50
#E-Cal_Neon=	0
#Full time(s)=	51
#AC=	Not calibrated
#Project=	A
#Sample=	B
#Site=	C
#Title=	CC-124-TAP-1_4
#Remark=	
#Date=	08.10.2024 13:47
#Acquired=	08.10.2024 13:47:42
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
3513.15	22
3511.88	21
3510.6	20
3509.33	24
3508.05	21
3506.77	25.5
3505.49	22.5
3504.22	24
3502.94	23
3501.66	23
3500.38	22
3499.1	31.5
3497.82	22
3496.54	21
3495.26	23.5
3493.98	28
3492.7	29
3491.42	25
3490.14	30
3488.85	22
3487.57	28.5
3486.29	24
3485.01	21.5
3483.72	27.5
3482.44	30.5
3481.15	24
3479.87	24
3478.59	28.5
3477.3	26.5
3476.02	23
3474.73	25
3473.44	27
3472.16	25
3470.87	29.5
3469.58	26.5
3468.3	23
3467.01	31.5
3465.72	25.5
3464.43	28
3463.14	26
3461.85	27.5
3460.56	31
3459.28	31
3457.99	28
3456.69	32.5
3455.4	29
3454.11	27
3452.82	33.5
3451.53	31.5
3450.24	34.5
3448.95	28
3447.65	32
3446.36	29.5
3445.07	33
3443.77	29
3442.48	32
3441.18	30
3439.89	27.5
3438.59	38
3437.3	30.5
3436	33.5
3434.71	37
3433.41	37
3432.11	30
3430.81	38
3429.52	33
3428.22	31
3426.92	29
3425.62	34.5
3424.32	34
3423.02	37
3421.72	31
3420.42	34
3419.12	35
3417.82	32
3416.52	30
3415.22	34.5
3413.92	38
3412.62	39.5
3411.31	36
3410.01	34
3408.71	34
3407.41	38
3406.1	34
3404.8	37.5
3403.49	39
3402.19	38.5
3400.88	34.5
3399.58	37.5
3398.27	33.5
3396.97	40
3395.66	36
3394.35	37.5
3393.05	38.5
3391.74	34
3390.43	35.5
3389.12	39
3387.82	34.5
3386.51	41
3385.2	42
3383.89	44
3382.58	43
3381.27	43
3379.96	41
3378.65	39
3377.34	38.5
3376.02	40
3374.71	44
3373.4	41
3372.09	44.5
3370.77	40
3369.46	47.5
3368.15	47
3366.83	45.5
3365.52	45.5
3364.2	36
3362.89	45
3361.57	46
3360.26	47
3358.94	39.5
3357.63	46
3356.31	49.5
3354.99	47
3353.67	43
3352.36	49
3351.04	42
3349.72	44.5
3348.4	45
3347.08	45
3345.76	47
3344.44	47
3343.12	45
3341.8	50
3340.48	48
3339.16	43.5
3337.84	48
3336.52	46.5
3335.2	47.5
3333.87	44
3332.55	50.5
3331.23	51.5
3329.9	53.5
3328.58	50
3327.25	46.5
3325.93	51
3324.61	49
3323.28	54
3321.95	50
3320.63	48
3319.3	44.5
3317.98	51.5
3316.65	50.5
3315.32	49
3313.99	48.5
3312.66	51.5
3311.34	52.5
3310.01	51.5
3308.68	53
3307.35	53
3306.02	51
3304.69	51
3303.36	51
3302.03	56
3300.7	56.5
3299.36	56
3298.03	60.5
3296.7	63
3295.37	49
3294.04	54
3292.7	57
3291.37	56.5
3290.03	47
3288.7	57
3287.36	57
3286.03	58.5
3284.69	55.5
3283.36	52
3282.02	54
3280.69	60
3279.35	59
3278.01	58
3276.68	61
3275.34	59
3274	55.5
3272.66	61
3271.32	58.5
3269.98	59.5
3268.64	62
3267.3	55
3265.96	61
3264.62	66
3263.28	62
3261.94	63
3260.6	65.5
3259.26	71
3257.92	66
3256.57	64.5
3255.23	67.5
3253.89	63
3252.54	66.5
3251.2	60.5
3249.85	65
3248.51	70
3247.16	67
3245.82	73.5
3244.47	59.5
3243.13	65.5
3241.78	68
3240.43	64
3239.09	65
3237.74	62
3236.39	70
3235.04	70.5
3233.69	63
3232.34	71.5
3230.99	65.5
3229.65	71.5
3228.3	68
3226.94	68
3225.59	70.5
3224.24	67
3222.89	68
3221.54	74
3220.19	70.5
3218.84	68.5
3217.48	69
3216.13	70
3214.78	73
3213.42	77.5
3212.07	68
3210.71	69
3209.36	76.5
3208	72.5
3206.65	72
3205.29	76
3203.93	69.5
3202.58	73
3201.22	78
3199.86	77.5
3198.51	73
3197.15	73
3195.79	72.5
3194.43	75.5
3193.07	73
3191.71	76.5
3190.35	77.5
3188.99	75
3187.63	76
3186.27	76.5
3184.91	72.5
3183.55	82
3182.19	77.5
3180.82	82.5
3179.46	71
3178.1	78
3176.73	81
3175.37	81.5
3174.01	73
3172.64	71.5
3171.28	78
3169.91	77
3168.55	81
3167.18	84
3165.81	80.5
3164.45	86
3163.08	86
3161.71	90
3160.35	86.5
3158.98	86
3157.61	93.5
3156.24	86
3154.87	88
3153.5	87
3152.13	89
3150.76	89
3149.39	90
3148.02	84.5
3146.65	90.5
3145.28	89.5
3143.91	95.5
3142.54	92
3141.16	90.5
3139.79	92.5
3138.42	93.5
3137.04	89
3135.67	94
3134.29	92
3132.92	96
3131.54	97
3130.17	95
3128.79	97.5
3127.42	103.5
3126.04	93
3124.66	95.5
3123.29	92
3121.91	97
3120.53	96
3119.15	101
3117.77	101
3116.39	99.5
3115.02	102.5
3113.64	96
3112.26	91.5
3110.88	93
3109.49	97
3108.11	105.5
3106.73	98
3105.35	104
3103.97	101
3102.59	101.5
3101.2	97.5
3099.82	112
3098.44	98
3097.05	102
3095.67	116
3094.28	110
3092.9	110.5
3091.51	106
3090.13	102
3088.74	104.5
3087.35	99.5
3085.97	109.5
3084.58	105
3083.19	115.5
3081.8	104
3080.42	106.5
3079.03	112
3077.64	106.5
3076.25	113
3074.86	112.5
3073.47	111
3072.08	120.5
3070.69	113
3069.3	121
3067.91	119
3066.51	106
3065.12	116.5
3063.73	115
3062.34	118.5
3060.94	114
3059.55	125
3058.16	117
3056.76	123
3055.37	124
3053.97	119
3052.58	120.5
3051.18	125
3049.78	120
3048.39	133
3046.99	121.5
3045.59	124
3044.2	133
3042.8	122
3041.4	122
3040	127.5
3038.6	135
3037.2	126
3035.8	127.5
3034.4	135.5
3033	131
3031.6	129
3030.2	135.5
3028.8	135
3027.4	125
3025.99	135.5
3024.59	137
3023.19	134.5
3021.78	134.5
3020.38	130
3018.98	135.5
3017.57	138
3016.17	136
3014.76	130.5
3013.36	141.5
3011.95	134.5
3010.54	140.5
3009.14	140.5
3007.73	150
3006.32	135
3004.92	136.5
3003.51	128.5
3002.1	150
3000.69	152
