ENLIGHTEN Version,4.1.6
Measurement ID,20241210-112042-574384-WP-02071
Serial Number,WP-02071
Model,WP-785X-F13-R-ILC
Detector,S16011-1106
Label,enlighten-CC-124_TAP_20241210-112042-574384-WP-02071
Declared Match,
Declared Score,0
Scan Averaging,2
Boxcar,0
Technique,Raman
Baseline Correction Algo,
ROI Pixel Start,10
ROI Pixel End,2047
ROI Vertical Pixel Start,0
ROI Vertical Pixel End,63
CCD C4,1.0143461591505254e-12
Slit Width,25
Cropped,True
Interpolated,False
Wavenumber Correction,0
Raman Intensity Corrected,False
Deconvolved,False
Region,
High Gain Mode,False
Laser Power mW,50.0
Electrical Dark Correction,False
Battery %,
Device ID,<DeviceID USB USB:0x24aa:0x1000:0:1>
FW Version,10.0.0.10
FPGA Version,035-001
Prefix,enlighten
Suffix,
Preset,
Session Count,3400
Plugin Name,
Integration Time,3000
Timestamp,2024-12-10 11:20:42.574384
Note,
Temperature,10.010850297268917
CCD C0,799.8416748046875
CCD C1,0.15680807828903198
CCD C2,1.0990047485393006e-05
CCD C3,-9.785007470952678e-09
CCD Offset,0
CCD Gain,1.9
CCD Offset Odd,0
CCD Gain Odd,1.9
Laser Wavelength,785.041
Laser Enable,True
Laser Power %,26.73960959264832
Laser Temperature,-95.6635622537485
Pixel Count,2048

Pixel,Wavelength,Wavenumber,Processed
1624,1048.63,3201.92,172.50
1625,1048.76,3203.12,163.50
1626,1048.89,3204.33,182.00
1627,1049.03,3205.53,159.50
1628,1049.16,3206.73,170.00
1629,1049.29,3207.93,144.00
1630,1049.42,3209.14,170.00
1631,1049.55,3210.34,146.00
1632,1049.69,3211.54,168.00
1633,1049.82,3212.73,153.00
1634,1049.95,3213.93,165.50
1635,1050.08,3215.13,148.00
1636,1050.21,3216.33,149.50
1637,1050.35,3217.52,182.50
1638,1050.48,3218.72,157.00
1639,1050.61,3219.91,139.00
1640,1050.74,3221.11,135.00
1641,1050.87,3222.30,160.50
1642,1051.01,3223.49,152.00
1643,1051.14,3224.69,148.00
1644,1051.27,3225.88,157.50
1645,1051.40,3227.07,167.00
1646,1051.53,3228.26,151.00
1647,1051.66,3229.45,143.50
1648,1051.80,3230.64,150.00
1649,1051.93,3231.82,163.50
1650,1052.06,3233.01,187.00
1651,1052.19,3234.20,135.50
1652,1052.32,3235.38,152.00
1653,1052.45,3236.57,134.50
1654,1052.58,3237.75,148.50
1655,1052.71,3238.94,107.00
1656,1052.85,3240.12,156.50
1657,1052.98,3241.30,161.50
1658,1053.11,3242.49,145.50
1659,1053.24,3243.67,112.50
1660,1053.37,3244.85,159.50
1661,1053.50,3246.03,162.50
1662,1053.63,3247.21,155.00
1663,1053.76,3248.39,151.00
1664,1053.89,3249.56,145.00
1665,1054.02,3250.74,119.50
1666,1054.16,3251.92,156.00
1667,1054.29,3253.09,160.00
1668,1054.42,3254.27,135.50
1669,1054.55,3255.44,138.00
1670,1054.68,3256.62,142.50
1671,1054.81,3257.79,125.00
1672,1054.94,3258.96,147.50
1673,1055.07,3260.13,128.50
1674,1055.20,3261.31,114.00
1675,1055.33,3262.48,172.00
1676,1055.46,3263.65,129.50
1677,1055.59,3264.82,159.00
1678,1055.72,3265.98,135.50
1679,1055.85,3267.15,136.00
1680,1055.98,3268.32,131.50
1681,1056.11,3269.49,120.00
1682,1056.24,3270.65,128.50
1683,1056.37,3271.82,125.00
1684,1056.50,3272.98,142.50
1685,1056.63,3274.15,123.00
1686,1056.76,3275.31,130.50
1687,1056.89,3276.47,107.00
1688,1057.02,3277.63,148.50
1689,1057.15,3278.79,98.00
1690,1057.28,3279.96,163.50
1691,1057.41,3281.12,145.50
1692,1057.54,3282.27,132.50
1693,1057.67,3283.43,145.50
1694,1057.80,3284.59,97.00
1695,1057.93,3285.75,158.00
1696,1058.06,3286.91,150.50
1697,1058.19,3288.06,151.50
1698,1058.32,3289.22,140.00
1699,1058.45,3290.37,138.00
1700,1058.57,3291.52,143.50
1701,1058.70,3292.68,107.00
1702,1058.83,3293.83,121.00
1703,1058.96,3294.98,83.00
1704,1059.09,3296.13,99.50
1705,1059.22,3297.28,116.50
1706,1059.35,3298.43,92.50
1707,1059.48,3299.58,127.00
1708,1059.61,3300.73,136.00
1709,1059.74,3301.88,108.50
1710,1059.87,3303.03,114.50
1711,1059.99,3304.17,120.50
1712,1060.12,3305.32,105.00
1713,1060.25,3306.47,109.00
1714,1060.38,3307.61,100.00
1715,1060.51,3308.75,123.50
1716,1060.64,3309.90,134.50
1717,1060.77,3311.04,109.00
1718,1060.89,3312.18,102.50
1719,1061.02,3313.32,82.50
1720,1061.15,3314.47,99.00
1721,1061.28,3315.61,70.00
1722,1061.41,3316.74,110.00
1723,1061.54,3317.88,113.50
1724,1061.67,3319.02,104.50
1725,1061.79,3320.16,91.50
1726,1061.92,3321.30,120.50
1727,1062.05,3322.43,110.50
1728,1062.18,3323.57,81.50
1729,1062.31,3324.70,105.50
1730,1062.43,3325.84,117.50
1731,1062.56,3326.97,94.50
1732,1062.69,3328.10,94.50
1733,1062.82,3329.23,127.50
1734,1062.95,3330.37,83.50
1735,1063.07,3331.50,89.00
1736,1063.20,3332.63,106.50
1737,1063.33,3333.76,86.00
1738,1063.46,3334.89,112.00
1739,1063.58,3336.01,111.50
1740,1063.71,3337.14,88.50
1741,1063.84,3338.27,99.50
1742,1063.97,3339.40,124.50
1743,1064.09,3340.52,131.00
1744,1064.22,3341.65,100.50
1745,1064.35,3342.77,107.50
1746,1064.48,3343.89,107.50
1747,1064.60,3345.02,105.50
1748,1064.73,3346.14,84.00
1749,1064.86,3347.26,60.00
1750,1064.98,3348.38,105.00
1751,1065.11,3349.50,137.50
1752,1065.24,3350.62,113.00
1753,1065.37,3351.74,87.00
1754,1065.49,3352.86,119.00
1755,1065.62,3353.98,97.00
1756,1065.75,3355.10,100.50
1757,1065.87,3356.21,90.00
1758,1066.00,3357.33,87.50
1759,1066.13,3358.44,126.50
1760,1066.25,3359.56,114.00
1761,1066.38,3360.67,109.50
1762,1066.51,3361.79,105.00
1763,1066.63,3362.90,102.00
1764,1066.76,3364.01,102.50
1765,1066.89,3365.12,92.50
1766,1067.01,3366.23,92.00
1767,1067.14,3367.34,97.50
1768,1067.27,3368.45,102.00
1769,1067.39,3369.56,104.00
1770,1067.52,3370.67,107.00
1771,1067.64,3371.78,85.00
1772,1067.77,3372.88,120.50
1773,1067.90,3373.99,96.00
1774,1068.02,3375.09,95.50
1775,1068.15,3376.20,85.00
1776,1068.28,3377.30,119.00
1777,1068.40,3378.41,88.50
1778,1068.53,3379.51,90.50
1779,1068.65,3380.61,79.50
1780,1068.78,3381.71,81.50
1781,1068.90,3382.82,100.50
1782,1069.03,3383.92,96.50
1783,1069.16,3385.02,80.50
1784,1069.28,3386.11,96.50
1785,1069.41,3387.21,92.50
1786,1069.53,3388.31,52.50
1787,1069.66,3389.41,87.50
1788,1069.78,3390.50,73.00
1789,1069.91,3391.60,70.50
1790,1070.03,3392.70,57.00
1791,1070.16,3393.79,100.50
1792,1070.29,3394.88,59.00
1793,1070.41,3395.98,102.00
1794,1070.54,3397.07,118.00
1795,1070.66,3398.16,111.50
1796,1070.79,3399.25,90.50
1797,1070.91,3400.34,81.50
1798,1071.04,3401.43,97.50
1799,1071.16,3402.52,82.00
1800,1071.29,3403.61,86.50
1801,1071.41,3404.70,87.00
1802,1071.54,3405.79,80.50
1803,1071.66,3406.88,107.00
1804,1071.79,3407.96,69.00
1805,1071.91,3409.05,83.50
1806,1072.03,3410.13,87.50
1807,1072.16,3411.22,83.50
1808,1072.28,3412.30,70.50
1809,1072.41,3413.38,85.50
1810,1072.53,3414.47,94.00
1811,1072.66,3415.55,90.00
1812,1072.78,3416.63,70.50
1813,1072.91,3417.71,94.00
1814,1073.03,3418.79,84.00
1815,1073.15,3419.87,87.00
1816,1073.28,3420.95,81.50
1817,1073.40,3422.03,66.00
1818,1073.53,3423.10,82.00
1819,1073.65,3424.18,91.00
1820,1073.78,3425.26,72.50
1821,1073.90,3426.33,65.00
1822,1074.02,3427.41,67.50
1823,1074.15,3428.48,85.50
1824,1074.27,3429.55,78.00
1825,1074.40,3430.63,101.50
1826,1074.52,3431.70,76.50
1827,1074.64,3432.77,54.00
1828,1074.77,3433.84,65.00
1829,1074.89,3434.91,50.00
1830,1075.01,3435.98,61.00
1831,1075.14,3437.05,86.50
1832,1075.26,3438.12,81.00
1833,1075.38,3439.19,85.00
1834,1075.51,3440.25,65.00
1835,1075.63,3441.32,64.00
1836,1075.75,3442.39,68.00
1837,1075.88,3443.45,77.50
1838,1076.00,3444.52,80.00
1839,1076.12,3445.58,59.50
1840,1076.25,3446.64,55.50
1841,1076.37,3447.71,81.50
1842,1076.49,3448.77,80.50
1843,1076.62,3449.83,73.50
1844,1076.74,3450.89,89.50
1845,1076.86,3451.95,44.00
1846,1076.99,3453.01,79.50
1847,1077.11,3454.07,65.50
1848,1077.23,3455.13,72.50
1849,1077.35,3456.19,68.50
1850,1077.48,3457.24,78.50
1851,1077.60,3458.30,73.50
1852,1077.72,3459.36,49.50
1853,1077.84,3460.41,61.00
1854,1077.97,3461.47,66.50
1855,1078.09,3462.52,87.50
1856,1078.21,3463.57,77.50
1857,1078.33,3464.63,50.00
1858,1078.46,3465.68,78.50
1859,1078.58,3466.73,55.50
1860,1078.70,3467.78,42.50
1861,1078.82,3468.83,69.00
1862,1078.95,3469.88,85.00
1863,1079.07,3470.93,47.00
1864,1079.19,3471.98,43.00
1865,1079.31,3473.03,73.50
1866,1079.43,3474.07,44.50
1867,1079.56,3475.12,64.00
1868,1079.68,3476.17,41.50
1869,1079.80,3477.21,29.00
1870,1079.92,3478.26,54.50
1871,1080.04,3479.30,77.50
1872,1080.16,3480.34,70.50
1873,1080.29,3481.39,48.50
1874,1080.41,3482.43,41.00
1875,1080.53,3483.47,61.00
1876,1080.65,3484.51,44.00
1877,1080.77,3485.55,26.50
1878,1080.89,3486.59,74.50
1879,1081.02,3487.63,55.50
1880,1081.14,3488.67,92.00
1881,1081.26,3489.71,56.00
1882,1081.38,3490.74,38.50
1883,1081.50,3491.78,33.50
1884,1081.62,3492.82,59.00
1885,1081.74,3493.85,42.00
1886,1081.86,3494.89,38.50
1887,1081.99,3495.92,59.00
1888,1082.11,3496.95,38.00
1889,1082.23,3497.99,46.00
1890,1082.35,3499.02,52.50
1891,1082.47,3500.05,38.50
1892,1082.59,3501.08,49.50
1893,1082.71,3502.11,50.50
1894,1082.83,3503.14,63.50
1895,1082.95,3504.17,60.50
1896,1083.07,3505.20,56.50
1897,1083.19,3506.23,34.00
1898,1083.31,3507.25,32.00
1899,1083.43,3508.28,26.50
1900,1083.55,3509.31,47.50
1901,1083.68,3510.33,52.00
1902,1083.80,3511.36,33.50
1903,1083.92,3512.38,25.50
1904,1084.04,3513.40,42.00
1905,1084.16,3514.43,30.00
1906,1084.28,3515.45,36.00
1907,1084.40,3516.47,34.50
1908,1084.52,3517.49,64.50
1909,1084.64,3518.51,27.00
1910,1084.76,3519.53,66.50
1911,1084.88,3520.55,35.00
1912,1085.00,3521.57,21.50
1913,1085.12,3522.59,59.00
1914,1085.24,3523.61,72.50
1915,1085.36,3524.62,29.50
1916,1085.48,3525.64,34.50
1917,1085.60,3526.65,43.00
1918,1085.72,3527.67,18.00
1919,1085.83,3528.68,15.50
1920,1085.95,3529.70,43.00
1921,1086.07,3530.71,36.00
1922,1086.19,3531.72,2.50
1923,1086.31,3532.73,33.00
1924,1086.43,3533.75,50.50
1925,1086.55,3534.76,25.00
1926,1086.67,3535.77,11.50
1927,1086.79,3536.78,-2.00
1928,1086.91,3537.78,28.00
1929,1087.03,3538.79,62.50
1930,1087.15,3539.80,33.00
1931,1087.27,3540.81,10.50
1932,1087.39,3541.81,40.50
1933,1087.50,3542.82,0.00
1934,1087.62,3543.82,9.00
1935,1087.74,3544.83,31.00
1936,1087.86,3545.83,77.50
1937,1087.98,3546.84,-1.50
1938,1088.10,3547.84,30.00
1939,1088.22,3548.84,4.00
1940,1088.34,3549.84,51.50
1941,1088.45,3550.84,41.00
1942,1088.57,3551.84,21.50
1943,1088.69,3552.84,47.00
1944,1088.81,3553.84,33.50
1945,1088.93,3554.84,57.50
1946,1089.05,3555.84,22.00
1947,1089.16,3556.84,34.50
1948,1089.28,3557.83,24.50
1949,1089.40,3558.83,39.50
1950,1089.52,3559.83,0.00
1951,1089.64,3560.82,13.00
1952,1089.76,3561.81,51.00
1953,1089.87,3562.81,7.00
1954,1089.99,3563.80,39.50
1955,1090.11,3564.79,15.50
1956,1090.23,3565.79,26.00
1957,1090.34,3566.78,45.00
1958,1090.46,3567.77,-1.00
1959,1090.58,3568.76,26.50
1960,1090.70,3569.75,26.50
1961,1090.82,3570.74,17.50
1962,1090.93,3571.72,26.00
1963,1091.05,3572.71,43.50
1964,1091.17,3573.70,16.00
1965,1091.29,3574.68,37.00
1966,1091.40,3575.67,36.00
1967,1091.52,3576.66,25.00
1968,1091.64,3577.64,12.50
1969,1091.76,3578.62,45.00
1970,1091.87,3579.61,21.50
1971,1091.99,3580.59,29.00
1972,1092.11,3581.57,32.00
1973,1092.22,3582.55,23.00
1974,1092.34,3583.54,0.50
1975,1092.46,3584.52,44.00
1976,1092.57,3585.50,-15.50
1977,1092.69,3586.48,16.50
1978,1092.81,3587.45,18.00
1979,1092.93,3588.43,24.50
1980,1093.04,3589.41,30.50
1981,1093.16,3590.39,8.50
1982,1093.28,3591.36,8.50
1983,1093.39,3592.34,36.00
1984,1093.51,3593.31,26.50
1985,1093.63,3594.29,23.00
1986,1093.74,3595.26,26.00
1987,1093.86,3596.23,24.00
1988,1093.97,3597.21,20.00
1989,1094.09,3598.18,-2.50
1990,1094.21,3599.15,8.50
1991,1094.32,3600.12,28.50
1992,1094.44,3601.09,17.50
1993,1094.56,3602.06,27.00
1994,1094.67,3603.03,-6.50
1995,1094.79,3604.00,18.00
1996,1094.90,3604.97,20.50
1997,1095.02,3605.93,17.00
1998,1095.14,3606.90,20.50
1999,1095.25,3607.87,16.50
2000,1095.37,3608.83,20.50
2001,1095.48,3609.80,22.00
2002,1095.60,3610.76,41.00
2003,1095.71,3611.72,-3.50
2004,1095.83,3612.69,16.00
2005,1095.95,3613.65,3.00
2006,1096.06,3614.61,24.50
2007,1096.18,3615.57,0.50
2008,1096.29,3616.53,29.00
2009,1096.41,3617.49,9.50
2010,1096.52,3618.45,3.50
2011,1096.64,3619.41,16.50
2012,1096.75,3620.37,30.50
2013,1096.87,3621.33,10.00
2014,1096.98,3622.29,3.50
2015,1097.10,3623.24,-3.50
2016,1097.21,3624.20,31.50
2017,1097.33,3625.15,15.00
2018,1097.44,3626.11,23.50
2019,1097.56,3627.06,27.00
2020,1097.67,3628.02,3.50
2021,1097.79,3628.97,36.50
2022,1097.90,3629.92,22.00
2023,1098.02,3630.88,-16.50
2024,1098.13,3631.83,21.00
2025,1098.25,3632.78,13.00
2026,1098.36,3633.73,11.00
2027,1098.48,3634.68,5.00
2028,1098.59,3635.63,19.50
2029,1098.71,3636.57,20.00
2030,1098.82,3637.52,33.50
2031,1098.94,3638.47,37.00
2032,1099.05,3639.42,35.50
2033,1099.16,3640.36,14.50
2034,1099.28,3641.31,27.00
2035,1099.39,3642.25,18.50
2036,1099.51,3643.20,-27.50
2037,1099.62,3644.14,-1.00
2038,1099.73,3645.08,30.50
2039,1099.85,3646.03,29.00
2040,1099.96,3646.97,36.00
2041,1100.08,3647.91,-7.00
2042,1100.19,3648.85,19.50
2043,1100.30,3649.79,-2.00
2044,1100.42,3650.73,-3.00
2045,1100.53,3651.67,10.00
2046,1100.65,3652.61,16.50
2047,1100.76,3653.54,-16.00
