ENLIGHTEN Version,4.1.6
Measurement ID,20241210-124759-813875-WP-02071
Serial Number,WP-02071
Model,WP-785X-F13-R-ILC
Detector,S16011-1106
Label,enlighten-acetonitrile_ctrl_20241210-124759-813875-WP-02071
Declared Match,
Declared Score,0
Scan Averaging,2
Boxcar,0
Technique,Raman
Baseline Correction Algo,
ROI Pixel Start,10
ROI Pixel End,2047
ROI Vertical Pixel Start,0
ROI Vertical Pixel End,63
CCD C4,1.0143461591505254e-12
Slit Width,25
Cropped,True
Interpolated,False
Wavenumber Correction,0
Raman Intensity Corrected,False
Deconvolved,False
Region,
High Gain Mode,False
Laser Power mW,100.0
Electrical Dark Correction,False
Battery %,
Device ID,<DeviceID USB USB:0x24aa:0x1000:0:1>
FW Version,10.0.0.10
FPGA Version,035-001
Prefix,enlighten
Suffix,
Preset,
Session Count,7244
Plugin Name,
Integration Time,1000
Timestamp,2024-12-10 12:47:59.813875
Note,
Temperature,10.044919776654524
CCD C0,799.8416748046875
CCD C1,0.15680807828903198
CCD C2,1.0990047485393006e-05
CCD C3,-9.785007470952678e-09
CCD Offset,0
CCD Gain,1.9
CCD Offset Odd,0
CCD Gain Odd,1.9
Laser Wavelength,785.041
Laser Enable,True
Laser Power %,35.88870037949164
Laser Temperature,-95.6635622537485
Pixel Count,2048

Pixel,Wavelength,Wavenumber,Processed
567,890.61,1509.88,594.00
568,890.77,1511.91,555.50
569,890.93,1513.93,477.50
570,891.09,1515.95,527.00
571,891.25,1517.97,526.50
572,891.41,1519.99,535.00
573,891.57,1522.01,516.00
574,891.73,1524.03,419.00
575,891.89,1526.05,460.00
576,892.05,1528.07,411.00
577,892.21,1530.08,334.50
578,892.37,1532.10,358.50
579,892.53,1534.12,385.00
580,892.69,1536.13,380.00
581,892.85,1538.14,409.50
582,893.01,1540.15,286.50
583,893.17,1542.17,281.50
584,893.33,1544.18,216.00
585,893.50,1546.19,295.50
586,893.66,1548.20,245.50
587,893.82,1550.20,201.00
588,893.98,1552.21,206.50
589,894.14,1554.22,156.50
590,894.30,1556.23,154.50
591,894.46,1558.23,116.00
592,894.62,1560.23,144.00
593,894.78,1562.24,40.50
594,894.94,1564.24,-19.00
595,895.10,1566.24,100.50
596,895.26,1568.24,12.00
597,895.42,1570.24,60.00
598,895.58,1572.24,42.00
599,895.74,1574.24,-16.50
600,895.90,1576.24,-56.50
601,896.06,1578.24,-55.50
602,896.22,1580.23,-38.50
603,896.38,1582.23,-177.00
604,896.54,1584.22,-142.00
605,896.70,1586.21,-102.50
606,896.86,1588.21,-117.50
607,897.02,1590.20,-141.50
608,897.18,1592.19,-152.00
609,897.34,1594.18,-157.00
610,897.50,1596.17,-204.00
611,897.66,1598.16,-140.00
612,897.82,1600.15,-231.50
613,897.98,1602.13,-219.00
614,898.14,1604.12,-286.50
615,898.30,1606.10,-291.50
616,898.46,1608.09,-408.00
617,898.62,1610.07,-253.00
618,898.78,1612.05,-259.50
619,898.94,1614.04,-317.50
620,899.11,1616.02,-282.50
621,899.27,1618.00,-389.00
622,899.43,1619.98,-339.00
623,899.59,1621.96,-397.00
624,899.75,1623.93,-263.50
625,899.91,1625.91,-300.00
626,900.07,1627.89,-337.50
627,900.23,1629.86,-300.00
628,900.39,1631.84,-591.50
629,900.55,1633.81,-345.00
630,900.71,1635.78,-297.50
631,900.87,1637.76,-356.00
632,901.03,1639.73,-356.50
633,901.19,1641.70,-414.50
634,901.35,1643.67,-475.00
635,901.51,1645.64,-333.00
636,901.67,1647.60,-288.50
637,901.83,1649.57,-374.00
638,901.99,1651.54,-395.00
639,902.15,1653.50,-366.50
640,902.31,1655.47,-337.00
641,902.47,1657.43,-425.00
642,902.63,1659.39,-449.50
643,902.79,1661.36,-527.00
644,902.95,1663.32,-417.50
645,903.10,1665.28,-433.50
646,903.26,1667.24,-462.00
647,903.42,1669.20,-399.50
648,903.58,1671.15,-360.00
649,903.74,1673.11,-468.00
650,903.90,1675.07,-413.50
651,904.06,1677.02,-442.50
652,904.22,1678.98,-397.00
653,904.38,1680.93,-447.50
654,904.54,1682.88,-344.00
655,904.70,1684.84,-437.00
656,904.86,1686.79,-403.00
657,905.02,1688.74,-426.50
658,905.18,1690.69,-425.50
659,905.34,1692.64,-455.50
660,905.50,1694.59,-451.00
661,905.66,1696.53,-431.00
662,905.82,1698.48,-463.50
663,905.98,1700.42,-395.50
664,906.14,1702.37,-421.50
665,906.30,1704.31,-476.50
666,906.46,1706.26,-436.00
667,906.62,1708.20,-432.00
668,906.78,1710.14,-404.50
669,906.94,1712.08,-466.00
670,907.10,1714.02,-496.00
671,907.26,1715.96,-400.00
672,907.42,1717.90,-545.00
673,907.58,1719.83,-482.00
674,907.74,1721.77,-431.00
675,907.90,1723.71,-419.50
676,908.06,1725.64,-442.50
677,908.21,1727.58,-474.50
678,908.37,1729.51,-438.00
679,908.53,1731.44,-485.00
680,908.69,1733.37,-350.50
681,908.85,1735.30,-436.50
682,909.01,1737.23,-444.50
683,909.17,1739.16,-429.00
684,909.33,1741.09,-400.50
685,909.49,1743.02,-487.00
686,909.65,1744.94,-454.50
687,909.81,1746.87,-365.00
688,909.97,1748.80,-413.50
689,910.13,1750.72,-453.00
690,910.29,1752.64,-456.50
691,910.45,1754.57,-442.50
692,910.61,1756.49,-370.50
693,910.77,1758.41,-405.00
694,910.92,1760.33,-385.00
695,911.08,1762.25,-438.00
696,911.24,1764.16,-424.50
697,911.40,1766.08,-436.00
698,911.56,1768.00,-358.00
699,911.72,1769.91,-410.00
700,911.88,1771.83,-508.50
701,912.04,1773.74,-470.00
702,912.20,1775.66,-516.50
703,912.36,1777.57,-495.00
704,912.52,1779.48,-418.50
705,912.68,1781.39,-422.00
706,912.83,1783.30,-440.00
707,912.99,1785.21,-432.50
708,913.15,1787.12,-365.00
709,913.31,1789.03,-493.00
710,913.47,1790.93,-453.00
711,913.63,1792.84,-372.50
712,913.79,1794.75,-348.00
713,913.95,1796.65,-409.00
714,914.11,1798.55,-427.00
715,914.27,1800.46,-412.00
716,914.43,1802.36,-309.50
717,914.58,1804.26,-406.00
718,914.74,1806.16,-369.00
719,914.90,1808.06,-357.50
720,915.06,1809.96,-365.50
721,915.22,1811.85,-347.00
722,915.38,1813.75,-360.00
723,915.54,1815.65,-391.50
724,915.70,1817.54,-431.50
725,915.86,1819.44,-379.00
726,916.01,1821.33,-348.50
727,916.17,1823.22,-332.00
728,916.33,1825.11,-365.50
729,916.49,1827.01,-326.00
730,916.65,1828.90,-180.00
731,916.81,1830.78,-248.50
732,916.97,1832.67,-319.00
733,917.13,1834.56,-326.50
734,917.28,1836.45,-386.50
735,917.44,1838.33,-398.50
736,917.60,1840.22,-430.00
737,917.76,1842.10,-381.50
738,917.92,1843.99,-445.50
739,918.08,1845.87,-394.00
740,918.24,1847.75,-337.00
741,918.40,1849.63,-428.00
742,918.55,1851.51,-354.00
743,918.71,1853.39,-386.50
744,918.87,1855.27,-388.50
745,919.03,1857.15,-396.00
746,919.19,1859.03,-455.50
747,919.35,1860.90,-466.00
748,919.51,1862.78,-601.00
749,919.66,1864.65,-386.50
750,919.82,1866.53,-401.50
751,919.98,1868.40,-383.00
752,920.14,1870.27,-392.00
753,920.30,1872.14,-470.00
754,920.46,1874.01,-412.50
755,920.61,1875.88,-393.50
756,920.77,1877.75,-502.50
757,920.93,1879.62,-399.00
758,921.09,1881.49,-442.50
759,921.25,1883.35,-471.50
760,921.41,1885.22,-396.00
761,921.57,1887.08,-447.50
762,921.72,1888.95,-471.00
763,921.88,1890.81,-427.50
764,922.04,1892.67,-482.00
765,922.20,1894.53,-444.00
766,922.36,1896.39,-418.00
767,922.51,1898.25,-420.00
768,922.67,1900.11,-383.50
769,922.83,1901.97,-372.00
770,922.99,1903.83,-451.00
771,923.15,1905.68,-432.50
772,923.31,1907.54,-392.00
773,923.46,1909.39,-450.50
774,923.62,1911.25,-405.00
775,923.78,1913.10,-412.00
776,923.94,1914.95,-389.00
777,924.10,1916.80,-468.00
778,924.25,1918.65,-417.00
779,924.41,1920.50,-446.00
780,924.57,1922.35,-350.50
781,924.73,1924.20,-483.00
782,924.89,1926.05,-441.00
783,925.04,1927.89,-376.00
784,925.20,1929.74,-387.50
785,925.36,1931.59,-496.00
786,925.52,1933.43,-402.00
787,925.68,1935.27,-421.00
788,925.83,1937.11,-417.00
789,925.99,1938.96,-560.00
790,926.15,1940.80,-444.00
791,926.31,1942.64,-392.00
792,926.47,1944.48,-411.00
793,926.62,1946.31,-427.00
794,926.78,1948.15,-451.00
795,926.94,1949.99,-443.50
796,927.10,1951.82,-378.50
797,927.25,1953.66,-428.00
798,927.41,1955.49,-485.00
799,927.57,1957.33,-448.00
800,927.73,1959.16,-459.00
801,927.88,1960.99,-472.50
802,928.04,1962.82,-505.50
803,928.20,1964.65,-466.00
804,928.36,1966.48,-431.00
805,928.52,1968.31,-461.00
806,928.67,1970.14,-412.00
807,928.83,1971.96,-348.50
808,928.99,1973.79,-417.00
809,929.15,1975.61,-428.00
810,929.30,1977.44,-450.00
811,929.46,1979.26,-451.00
812,929.62,1981.08,-407.50
813,929.78,1982.91,-401.00
814,929.93,1984.73,-573.50
815,930.09,1986.55,-439.50
816,930.25,1988.37,-458.00
817,930.41,1990.19,-457.00
818,930.56,1992.00,-439.50
819,930.72,1993.82,-425.50
820,930.88,1995.64,-411.00
821,931.03,1997.45,-390.00
822,931.19,1999.27,-500.00
823,931.35,2001.08,-386.00
824,931.51,2002.89,-412.00
825,931.66,2004.70,-464.00
826,931.82,2006.51,-481.00
827,931.98,2008.33,-430.50
828,932.14,2010.13,-420.00
829,932.29,2011.94,-435.00
830,932.45,2013.75,-463.00
831,932.61,2015.56,-546.00
832,932.76,2017.36,-400.00
833,932.92,2019.17,-422.00
834,933.08,2020.97,-437.50
835,933.24,2022.78,-483.50
836,933.39,2024.58,-369.00
837,933.55,2026.38,-335.50
838,933.71,2028.18,-337.00
839,933.86,2029.98,-467.00
840,934.02,2031.78,-448.00
841,934.18,2033.58,-393.00
842,934.33,2035.38,-448.50
843,934.49,2037.18,-360.00
844,934.65,2038.97,-409.00
845,934.81,2040.77,-375.00
846,934.96,2042.56,-492.00
847,935.12,2044.36,-556.00
848,935.28,2046.15,-479.00
849,935.43,2047.94,-394.00
850,935.59,2049.74,-409.50
851,935.75,2051.53,-416.00
852,935.90,2053.32,-397.50
853,936.06,2055.11,-411.00
854,936.22,2056.89,-449.50
855,936.37,2058.68,-435.00
856,936.53,2060.47,-430.00
857,936.69,2062.25,-351.50
858,936.84,2064.04,-454.00
859,937.00,2065.82,-371.00
860,937.16,2067.61,-440.50
861,937.31,2069.39,-363.00
862,937.47,2071.17,-465.50
863,937.63,2072.95,-509.50
864,937.78,2074.73,-393.50
865,937.94,2076.51,-398.50
866,938.10,2078.29,-450.00
867,938.25,2080.06,-402.50
868,938.41,2081.84,-462.50
869,938.56,2083.62,-394.00
870,938.72,2085.39,-420.50
871,938.88,2087.17,-392.00
872,939.03,2088.94,-384.00
873,939.19,2090.71,-407.50
874,939.35,2092.48,-409.50
875,939.50,2094.26,-326.00
876,939.66,2096.03,-428.50
877,939.81,2097.80,-484.00
878,939.97,2099.56,-407.00
879,940.13,2101.33,-450.50
880,940.28,2103.10,-438.50
881,940.44,2104.86,-472.00
882,940.60,2106.63,-389.00
883,940.75,2108.39,-393.50
884,940.91,2110.16,-405.50
885,941.06,2111.92,-436.00
886,941.22,2113.68,-374.50
887,941.38,2115.44,-374.00
888,941.53,2117.20,-440.00
889,941.69,2118.96,-328.50
890,941.84,2120.72,-432.00
891,942.00,2122.48,-401.00
892,942.16,2124.24,-430.50
893,942.31,2125.99,-451.50
894,942.47,2127.75,-416.50
895,942.62,2129.50,-400.00
896,942.78,2131.26,-399.00
897,942.94,2133.01,-342.00
898,943.09,2134.76,-379.50
899,943.25,2136.52,-413.00
900,943.40,2138.27,-331.00
901,943.56,2140.02,-411.50
902,943.71,2141.76,-381.50
903,943.87,2143.51,-436.50
904,944.03,2145.26,-432.00
905,944.18,2147.01,-357.50
906,944.34,2148.75,-404.00
907,944.49,2150.50,-385.00
908,944.65,2152.24,-380.50
909,944.80,2153.98,-429.00
910,944.96,2155.73,-476.50
911,945.12,2157.47,-357.50
912,945.27,2159.21,-359.00
913,945.43,2160.95,-502.00
914,945.58,2162.69,-343.00
915,945.74,2164.43,-334.00
916,945.89,2166.16,-259.50
917,946.05,2167.90,-370.50
918,946.20,2169.64,-278.50
919,946.36,2171.37,-323.00
920,946.51,2173.11,-304.50
921,946.67,2174.84,-326.00
922,946.82,2176.57,-413.50
923,946.98,2178.31,-235.00
924,947.14,2180.04,-319.50
925,947.29,2181.77,-251.00
926,947.45,2183.50,-287.00
927,947.60,2185.23,-178.50
928,947.76,2186.95,-199.00
929,947.91,2188.68,-251.50
930,948.07,2190.41,-230.50
931,948.22,2192.13,-151.50
932,948.38,2193.86,-116.00
933,948.53,2195.58,-45.50
934,948.69,2197.30,-63.50
935,948.84,2199.03,-7.00
936,949.00,2200.75,156.00
937,949.15,2202.47,259.50
938,949.31,2204.19,353.50
939,949.46,2205.91,416.50
940,949.62,2207.62,225.50
941,949.77,2209.34,116.50
942,949.93,2211.06,41.00
943,950.08,2212.77,16.50
944,950.24,2214.49,32.50
945,950.39,2216.20,52.00
946,950.55,2217.92,90.50
947,950.70,2219.63,168.50
948,950.86,2221.34,301.50
949,951.01,2223.05,405.00
950,951.16,2224.76,439.00
951,951.32,2226.47,527.50
952,951.47,2228.18,757.50
953,951.63,2229.89,778.50
954,951.78,2231.59,1022.50
955,951.94,2233.30,1190.00
956,952.09,2235.00,1560.50
957,952.25,2236.71,1927.00
958,952.40,2238.41,2595.00
959,952.56,2240.12,3678.50
960,952.71,2241.82,5213.00
961,952.86,2243.52,7376.50
962,953.02,2245.22,10574.50
963,953.17,2246.92,15195.00
964,953.33,2248.62,21048.00
965,953.48,2250.32,28094.50
966,953.64,2252.01,35119.50
967,953.79,2253.71,37677.50
968,953.95,2255.40,33504.00
969,954.10,2257.10,23987.50
970,954.25,2258.79,14937.50
971,954.41,2260.49,9266.50
972,954.56,2262.18,6048.50
973,954.72,2263.87,4288.00
974,954.87,2265.56,3257.00
975,955.02,2267.25,2541.50
976,955.18,2268.94,2132.50
977,955.33,2270.63,1795.50
978,955.49,2272.32,1539.50
979,955.64,2274.00,1431.50
980,955.79,2275.69,1259.50
981,955.95,2277.37,1206.50
982,956.10,2279.06,1180.00
983,956.26,2280.74,1175.00
984,956.41,2282.42,1282.50
985,956.56,2284.11,1367.00
986,956.72,2285.79,1624.00
987,956.87,2287.47,1872.50
988,957.03,2289.15,2249.00
989,957.18,2290.82,2793.00
990,957.33,2292.50,3193.00
991,957.49,2294.18,3196.50
992,957.64,2295.86,2926.00
993,957.79,2297.53,2491.00
994,957.95,2299.21,1902.50
995,958.10,2300.88,1342.00
996,958.25,2302.55,964.50
997,958.41,2304.22,691.00
998,958.56,2305.90,493.50
999,958.72,2307.57,416.50
1000,958.87,2309.24,296.50
1001,959.02,2310.91,207.00
1002,959.18,2312.57,33.00
1003,959.33,2314.24,38.50
1004,959.48,2315.91,18.50
1005,959.64,2317.57,-25.00
1006,959.79,2319.24,-46.50
1007,959.94,2320.90,-229.50
1008,960.10,2322.57,-93.00
1009,960.25,2324.23,-152.50
1010,960.40,2325.89,-119.00
1011,960.56,2327.55,-113.50
1012,960.71,2329.21,-136.50
1013,960.86,2330.87,-163.50
1014,961.02,2332.53,-233.00
1015,961.17,2334.19,-194.50
1016,961.32,2335.84,-228.00
1017,961.47,2337.50,-226.00
1018,961.63,2339.16,-266.00
1019,961.78,2340.81,-254.50
1020,961.93,2342.46,-262.50
1021,962.09,2344.12,-203.50
1022,962.24,2345.77,-208.00
1023,962.39,2347.42,-277.50
1024,962.55,2349.07,-268.50
1025,962.70,2350.72,-265.00
1026,962.85,2352.37,-241.50
1027,963.00,2354.02,-316.50
1028,963.16,2355.67,-316.00
1029,963.31,2357.31,-313.00
1030,963.46,2358.96,-303.00
1031,963.62,2360.60,-383.50
1032,963.77,2362.25,-301.00
1033,963.92,2363.89,-306.50
1034,964.07,2365.53,-312.00
1035,964.23,2367.18,-324.50
1036,964.38,2368.82,-330.00
1037,964.53,2370.46,-277.00
1038,964.68,2372.10,-305.50
1039,964.84,2373.74,-276.00
1040,964.99,2375.37,-271.00
1041,965.14,2377.01,-383.50
1042,965.29,2378.65,-307.00
1043,965.45,2380.28,-391.00
1044,965.60,2381.92,-332.50
1045,965.75,2383.55,-259.50
1046,965.90,2385.18,-316.00
1047,966.06,2386.82,-291.00
1048,966.21,2388.45,-256.00
1049,966.36,2390.08,-277.00
1050,966.51,2391.71,-216.50
1051,966.66,2393.34,-437.50
1052,966.82,2394.97,-232.50
1053,966.97,2396.59,-353.50
1054,967.12,2398.22,-306.00
1055,967.27,2399.85,-296.50
1056,967.43,2401.47,-349.50
1057,967.58,2403.10,-262.00
1058,967.73,2404.72,-331.50
1059,967.88,2406.34,-261.50
1060,968.03,2407.96,-284.50
1061,968.19,2409.58,-322.00
1062,968.34,2411.20,-358.50
1063,968.49,2412.82,-263.50
1064,968.64,2414.44,-266.50
1065,968.79,2416.06,-309.00
1066,968.94,2417.68,-283.00
1067,969.10,2419.30,-297.00
1068,969.25,2420.91,-321.00
1069,969.40,2422.53,-391.00
1070,969.55,2424.14,-245.00
1071,969.70,2425.75,-296.00
1072,969.85,2427.37,-277.50
1073,970.01,2428.98,-245.00
1074,970.16,2430.59,-315.00
1075,970.31,2432.20,-264.50
1076,970.46,2433.81,-424.00
1077,970.61,2435.42,-340.50
1078,970.76,2437.02,-401.00
1079,970.92,2438.63,-251.00
1080,971.07,2440.24,-344.50
1081,971.22,2441.84,-324.00
1082,971.37,2443.45,-261.50
1083,971.52,2445.05,-363.50
1084,971.67,2446.65,-359.00
1085,971.82,2448.26,-364.00
1086,971.97,2449.86,-317.50
1087,972.13,2451.46,-421.00
1088,972.28,2453.06,-370.50
1089,972.43,2454.66,-384.00
1090,972.58,2456.25,-342.00
1091,972.73,2457.85,-298.50
1092,972.88,2459.45,-374.50
1093,973.03,2461.04,-400.00
1094,973.18,2462.64,-436.00
1095,973.34,2464.23,-301.50
1096,973.49,2465.83,-370.00
1097,973.64,2467.42,-267.50
1098,973.79,2469.01,-366.50
1099,973.94,2470.60,-415.00
1100,974.09,2472.19,-433.00
1101,974.24,2473.78,-420.00
1102,974.39,2475.37,-346.50
1103,974.54,2476.96,-305.00
1104,974.69,2478.55,-329.50
1105,974.84,2480.13,-399.00
1106,974.99,2481.72,-266.00
1107,975.15,2483.30,-295.50
1108,975.30,2484.89,-387.50
1109,975.45,2486.47,-365.00
1110,975.60,2488.05,-306.50
1111,975.75,2489.64,-394.00
1112,975.90,2491.22,-336.50
1113,976.05,2492.80,-431.50
1114,976.20,2494.38,-404.50
1115,976.35,2495.96,-348.50
1116,976.50,2497.53,-416.00
1117,976.65,2499.11,-382.00
1118,976.80,2500.69,-411.00
1119,976.95,2502.26,-348.00
1120,977.10,2503.84,-327.00
1121,977.25,2505.41,-445.50
1122,977.40,2506.98,-392.50
1123,977.55,2508.56,-365.00
1124,977.70,2510.13,-431.50
1125,977.85,2511.70,-386.00
1126,978.00,2513.27,-385.00
1127,978.15,2514.84,-413.00
1128,978.30,2516.41,-327.50
1129,978.45,2517.97,-384.00
1130,978.60,2519.54,-367.50
1131,978.75,2521.11,-365.50
1132,978.90,2522.67,-440.50
1133,979.05,2524.24,-400.00
1134,979.20,2525.80,-365.50
1135,979.35,2527.36,-424.50
1136,979.50,2528.93,-423.00
1137,979.65,2530.49,-360.50
1138,979.80,2532.05,-395.00
1139,979.95,2533.61,-438.00
1140,980.10,2535.17,-452.00
1141,980.25,2536.72,-487.50
1142,980.40,2538.28,-420.00
1143,980.55,2539.84,-425.00
1144,980.70,2541.40,-412.50
1145,980.85,2542.95,-413.00
1146,981.00,2544.50,-486.50
1147,981.15,2546.06,-390.50
1148,981.30,2547.61,-387.50
1149,981.45,2549.16,-329.50
1150,981.60,2550.71,-484.50
1151,981.75,2552.27,-408.00
1152,981.90,2553.81,-360.00
1153,982.05,2555.36,-403.00
1154,982.20,2556.91,-385.50
1155,982.34,2558.46,-436.50
1156,982.49,2560.01,-394.50
1157,982.64,2561.55,-452.50
1158,982.79,2563.10,-359.50
1159,982.94,2564.64,-451.50
1160,983.09,2566.18,-445.50
1161,983.24,2567.73,-476.50
1162,983.39,2569.27,-397.50
1163,983.54,2570.81,-454.00
1164,983.69,2572.35,-421.50
1165,983.84,2573.89,-461.00
1166,983.98,2575.43,-407.00
1167,984.13,2576.97,-508.50
1168,984.28,2578.50,-395.50
1169,984.43,2580.04,-460.00
1170,984.58,2581.58,-419.50
1171,984.73,2583.11,-438.00
1172,984.88,2584.65,-423.00
1173,985.03,2586.18,-394.50
1174,985.18,2587.71,-424.50
1175,985.32,2589.24,-370.00
1176,985.47,2590.78,-450.00
1177,985.62,2592.31,-361.00
1178,985.77,2593.84,-530.00
1179,985.92,2595.36,-451.00
1180,986.07,2596.89,-428.00
1181,986.22,2598.42,-401.00
1182,986.36,2599.95,-411.00
1183,986.51,2601.47,-457.00
1184,986.66,2603.00,-445.50
1185,986.81,2604.52,-387.00
1186,986.96,2606.04,-492.00
1187,987.11,2607.57,-467.00
1188,987.25,2609.09,-487.00
1189,987.40,2610.61,-476.00
1190,987.55,2612.13,-306.00
1191,987.70,2613.65,-465.50
1192,987.85,2615.17,-346.50
1193,988.00,2616.69,-412.00
1194,988.14,2618.20,-404.50
1195,988.29,2619.72,-400.50
1196,988.44,2621.24,-386.00
1197,988.59,2622.75,-447.50
1198,988.74,2624.26,-403.50
1199,988.88,2625.78,-388.00
1200,989.03,2627.29,-409.50
1201,989.18,2628.80,-375.00
1202,989.33,2630.31,-405.50
1203,989.48,2631.82,-437.00
1204,989.62,2633.33,-377.50
1205,989.77,2634.84,-333.50
1206,989.92,2636.35,-399.00
1207,990.07,2637.86,-415.50
1208,990.21,2639.36,-409.50
1209,990.36,2640.87,-400.00
1210,990.51,2642.37,-422.00
1211,990.66,2643.88,-374.50
1212,990.80,2645.38,-466.00
1213,990.95,2646.88,-377.00
1214,991.10,2648.39,-449.50
1215,991.25,2649.89,-404.00
1216,991.39,2651.39,-401.50
1217,991.54,2652.89,-431.00
1218,991.69,2654.39,-451.00
1219,991.84,2655.88,-448.00
1220,991.98,2657.38,-470.00
1221,992.13,2658.88,-374.00
1222,992.28,2660.37,-325.50
1223,992.43,2661.87,-351.00
1224,992.57,2663.36,-429.00
1225,992.72,2664.86,-349.50
1226,992.87,2666.35,-425.00
1227,993.01,2667.84,-443.00
1228,993.16,2669.33,-404.50
1229,993.31,2670.82,-370.00
1230,993.46,2672.31,-440.00
1231,993.60,2673.80,-468.00
1232,993.75,2675.29,-463.50
1233,993.90,2676.78,-423.00
1234,994.04,2678.26,-388.50
1235,994.19,2679.75,-502.50
1236,994.34,2681.23,-424.00
1237,994.48,2682.72,-411.50
1238,994.63,2684.20,-383.50
1239,994.78,2685.69,-500.50
1240,994.92,2687.17,-471.50
1241,995.07,2688.65,-338.50
1242,995.22,2690.13,-394.50
1243,995.36,2691.61,-426.00
1244,995.51,2693.09,-441.50
1245,995.66,2694.57,-374.00
1246,995.80,2696.04,-427.00
1247,995.95,2697.52,-495.00
1248,996.10,2699.00,-347.50
1249,996.24,2700.47,-342.00
1250,996.39,2701.95,-322.00
1251,996.54,2703.42,-347.50
1252,996.68,2704.89,-362.00
1253,996.83,2706.36,-329.00
1254,996.97,2707.84,-392.00
1255,997.12,2709.31,-412.50
1256,997.27,2710.78,-357.50
1257,997.41,2712.25,-324.00
1258,997.56,2713.71,-265.50
1259,997.70,2715.18,-344.50
1260,997.85,2716.65,-228.50
1261,998.00,2718.11,-231.50
1262,998.14,2719.58,-259.00
1263,998.29,2721.04,-246.00
1264,998.43,2722.51,-170.00
1265,998.58,2723.97,-96.00
1266,998.73,2725.43,-23.00
1267,998.87,2726.89,16.00
1268,999.02,2728.36,13.00
1269,999.16,2729.82,179.50
1270,999.31,2731.27,177.00
1271,999.45,2732.73,299.50
1272,999.60,2734.19,352.00
1273,999.75,2735.65,287.00
1274,999.89,2737.10,237.00
1275,1000.04,2738.56,192.00
1276,1000.18,2740.01,121.50
1277,1000.33,2741.47,132.50
1278,1000.47,2742.92,-29.50
1279,1000.62,2744.37,-7.50
1280,1000.76,2745.83,-48.00
1281,1000.91,2747.28,-163.50
1282,1001.05,2748.73,-278.00
1283,1001.20,2750.18,-150.00
1284,1001.35,2751.62,-244.50
1285,1001.49,2753.07,-145.50
1286,1001.64,2754.52,-302.00
1287,1001.78,2755.97,-309.50
1288,1001.93,2757.41,-276.50
1289,1002.07,2758.86,-252.50
1290,1002.22,2760.30,-246.00
1291,1002.36,2761.74,-341.50
1292,1002.51,2763.19,-280.00
1293,1002.65,2764.63,-322.00
1294,1002.80,2766.07,-337.00
1295,1002.94,2767.51,-295.50
1296,1003.09,2768.95,-351.00
1297,1003.23,2770.39,-296.00
1298,1003.38,2771.83,-354.50
1299,1003.52,2773.27,-293.00
1300,1003.66,2774.70,-302.00
1301,1003.81,2776.14,-358.50
1302,1003.95,2777.57,-328.50
1303,1004.10,2779.01,-288.50
1304,1004.24,2780.44,-397.00
1305,1004.39,2781.87,-316.00
1306,1004.53,2783.31,-386.00
1307,1004.68,2784.74,-309.50
1308,1004.82,2786.17,-347.00
1309,1004.97,2787.60,-304.50
1310,1005.11,2789.03,-304.00
1311,1005.25,2790.46,-395.50
1312,1005.40,2791.88,-323.50
1313,1005.54,2793.31,-359.00
1314,1005.69,2794.74,-415.50
1315,1005.83,2796.16,-296.00
1316,1005.98,2797.59,-317.50
1317,1006.12,2799.01,-302.50
1318,1006.26,2800.43,-343.50
1319,1006.41,2801.86,-301.00
1320,1006.55,2803.28,-354.50
1321,1006.70,2804.70,-324.00
1322,1006.84,2806.12,-289.50
1323,1006.98,2807.54,-402.00
1324,1007.13,2808.96,-348.50
1325,1007.27,2810.38,-373.00
1326,1007.42,2811.79,-283.00
1327,1007.56,2813.21,-322.50
1328,1007.70,2814.63,-331.00
1329,1007.85,2816.04,-270.00
1330,1007.99,2817.46,-279.00
1331,1008.13,2818.87,-293.00
1332,1008.28,2820.28,-296.50
1333,1008.42,2821.69,-264.00
1334,1008.56,2823.11,-246.50
1335,1008.71,2824.52,-218.50
1336,1008.85,2825.93,-229.00
1337,1008.99,2827.33,-209.00
1338,1009.14,2828.74,-182.00
1339,1009.28,2830.15,-253.00
1340,1009.42,2831.56,-114.00
1341,1009.57,2832.96,-63.00
1342,1009.71,2834.37,-106.00
1343,1009.85,2835.77,-76.00
1344,1010.00,2837.18,-85.00
1345,1010.14,2838.58,6.00
1346,1010.28,2839.98,120.00
1347,1010.43,2841.38,-46.50
1348,1010.57,2842.79,115.50
1349,1010.71,2844.19,86.00
1350,1010.86,2845.59,107.50
1351,1011.00,2846.98,100.50
1352,1011.14,2848.38,90.00
1353,1011.29,2849.78,75.50
1354,1011.43,2851.18,32.00
1355,1011.57,2852.57,89.00
1356,1011.71,2853.97,50.50
1357,1011.86,2855.36,76.50
1358,1012.00,2856.75,98.00
1359,1012.14,2858.15,85.00
1360,1012.28,2859.54,59.50
1361,1012.43,2860.93,86.00
1362,1012.57,2862.32,164.00
1363,1012.71,2863.71,153.00
1364,1012.85,2865.10,38.50
1365,1013.00,2866.49,155.50
1366,1013.14,2867.88,104.50
1367,1013.28,2869.26,188.50
1368,1013.42,2870.65,186.00
1369,1013.57,2872.04,206.50
1370,1013.71,2873.42,190.00
1371,1013.85,2874.80,313.00
1372,1013.99,2876.19,338.00
1373,1014.14,2877.57,268.50
1374,1014.28,2878.95,301.50
